Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %,Kandidát
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,1,Béla,Bugár,  5,12.50,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,2,Zuzana,Èaputová,  15,37.50,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,3,Martin,Daòo,  1,2.50,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,4,Štefan,Harabin,  2,5.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,5,Eduard,Chmelár,  1,2.50,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,6,Marian,Kotleba,  3,7.50,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,7,Milan,Krajniak,  0,0.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,8,József,Menyhárt,  0,0.00,X
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,9,František,Mikloško,  0,0.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,10,Robert,Mistrík,  0,0.00,X
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,11,Maroš,Šefèoviè,  12,30.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,12,Róbert,Švec,  1,2.50,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,13,Bohumila,Tauchmannová,  0,0.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,14,Juraj,Zábojník,  0,0.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,15,Ivan,Zuzula,  0,0.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,1,Béla,Bugár,  23,5.88,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,2,Zuzana,Èaputová,  141,36.06,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,3,Martin,Daòo,  0,0.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,4,Štefan,Harabin,  47,12.02,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,5,Eduard,Chmelár,  11,2.81,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,6,Marian,Kotleba,  93,23.78,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,7,Milan,Krajniak,  10,2.55,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,8,József,Menyhárt,  0,0.00,X
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,9,František,Mikloško,  14,3.58,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,10,Robert,Mistrík,  1,0.25,X
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,11,Maroš,Šefèoviè,  49,12.53,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,12,Róbert,Švec,  1,0.25,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,13,Bohumila,Tauchmannová,  1,0.25,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,14,Juraj,Zábojník,  0,0.00,
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,15,Ivan,Zuzula,  0,0.00,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,1,Béla,Bugár,  47,0.83,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,2,Zuzana,Èaputová, 1 818,32.47,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,3,Martin,Daòo,  24,0.42,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,4,Štefan,Harabin,  859,15.34,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,5,Eduard,Chmelár,  159,2.84,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,6,Marian,Kotleba,  805,14.38,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,7,Milan,Krajniak,  137,2.44,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,8,József,Menyhárt,  2,0.03,X
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,9,František,Mikloško,  204,3.64,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,10,Robert,Mistrík,  6,0.10,X
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,11,Maroš,Šefèoviè, 1 490,26.61,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,12,Róbert,Švec,  30,0.53,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,13,Bohumila,Tauchmannová,  5,0.08,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,14,Juraj,Zábojník,  9,0.16,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,15,Ivan,Zuzula,  3,0.05,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,1,Béla,Bugár,  6,2.22,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,2,Zuzana,Èaputová,  43,15.92,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,3,Martin,Daòo,  1,0.37,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,4,Štefan,Harabin,  33,12.22,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,5,Eduard,Chmelár,  10,3.70,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,6,Marian,Kotleba,  79,29.25,
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,7,Milan,Krajniak,  15,5.55,
