 Poèet volebnıch okrskov, Poèet odovzdanıch zápisníc okrskovıch volebnıch komisií, Podiel odovzdanıch zápisníc okrskovıch volebnıch komisií v %," Poèet volièov zapísanıch v zoznamoch volièov"," Poèet volièov, ktorí sa zúèastnili na hlasovaní","Úèas volièov v %"," Poèet volièov, ktorí odovzdali obálku","Podiel volièov, ktorí odovzdali obálku v %", Poèet platnıch hlasov odovzdanıch pre všetkıch kandidátov,Podiel platnıch hlasov odovzdanıch pre všetkıch kandidátov v %
 5 940, 5 940,100.00,4 429 033,2 158 859,48.74,2 158 212,99.97,2 145 364,99.40
