Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %,"Poèet platnıch hlasov v mestách a mestskıch èastiach","Podiel platnıch hlasov v mestách a mestskıch èastiach v %","Poèet platnıch hlasov v obciach","Podiel platnıch hlasov v obciach v %",Kandidát
3,Trenèiansky kraj,304,Prievidza,305,Partizánske,13,Bohumila,Tauchmannová,  33,0.17,  15,0.16,  18,0.17,
3,Trenèiansky kraj,304,Prievidza,305,Partizánske,14,Juraj,Zábojník,  105,0.54,  43,0.47,  62,0.60,
3,Trenèiansky kraj,304,Prievidza,305,Partizánske,15,Ivan,Zuzula,  31,0.16,  12,0.13,  19,0.18,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,1,Béla,Bugár,  624,1.05,  324,1.06,  300,1.04,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,2,Zuzana,Èaputová, 20 966,35.40, 11 923,39.20, 9 043,31.40,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,3,Martin,Daòo,  384,0.64,  193,0.63,  191,0.66,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,4,Štefan,Harabin, 9 326,15.75, 4 790,15.74, 4 536,15.75,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,5,Eduard,Chmelár, 1 743,2.94,  944,3.10,  799,2.77,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,6,Marian,Kotleba, 7 395,12.48, 3 177,10.44, 4 218,14.64,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,7,Milan,Krajniak, 1 795,3.03,  939,3.08,  856,2.97,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,8,József,Menyhárt,  9,0.01,  3,0.00,  6,0.02,X
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,9,František,Mikloško, 1 959,3.30,  805,2.64, 1 154,4.00,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,10,Robert,Mistrík,  108,0.18,  43,0.14,  65,0.22,X
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,11,Maroš,Šefèoviè, 13 698,23.13, 6 536,21.49, 7 162,24.86,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,12,Róbert,Švec,  156,0.26,  70,0.23,  86,0.29,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,13,Bohumila,Tauchmannová,  88,0.14,  49,0.16,  39,0.13,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,14,Juraj,Zábojník,  882,1.48,  569,1.87,  313,1.08,
3,Trenèiansky kraj,304,Prievidza,307,Prievidza,15,Ivan,Zuzula,  78,0.13,  48,0.15,  30,0.10,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,1,Béla,Bugár,  307,1.18,  183,1.03,  124,1.52,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,2,Zuzana,Èaputová, 8 528,33.00, 6 352,35.91, 2 176,26.70,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,3,Martin,Daòo,  132,0.51,  85,0.48,  47,0.57,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,4,Štefan,Harabin, 5 039,19.50, 3 421,19.34, 1 618,19.85,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,5,Eduard,Chmelár,  929,3.59,  635,3.59,  294,3.60,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,6,Marian,Kotleba, 2 616,10.12, 1 708,9.65,  908,11.14,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,7,Milan,Krajniak,  658,2.54,  417,2.35,  241,2.95,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,8,József,Menyhárt,  5,0.01,  3,0.01,  2,0.02,X
3,Trenèiansky kraj,305,Trenèín,302,Ilava,9,František,Mikloško, 1 339,5.18,  804,4.54,  535,6.56,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,10,Robert,Mistrík,  44,0.17,  28,0.15,  16,0.19,X
3,Trenèiansky kraj,305,Trenèín,302,Ilava,11,Maroš,Šefèoviè, 6 014,23.27, 3 895,22.02, 2 119,26.00,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,12,Róbert,Švec,  81,0.31,  54,0.30,  27,0.33,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,13,Bohumila,Tauchmannová,  52,0.20,  35,0.19,  17,0.20,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,14,Juraj,Zábojník,  47,0.18,  37,0.20,  10,0.12,
3,Trenèiansky kraj,305,Trenèín,302,Ilava,15,Ivan,Zuzula,  44,0.17,  29,0.16,  15,0.18,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,1,Béla,Bugár,  560,1.06,  295,0.96,  265,1.20,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,2,Zuzana,Èaputová, 22 017,42.05, 14 277,46.92, 7 740,35.29,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,3,Martin,Daòo,  233,0.44,  125,0.41,  108,0.49,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,4,Štefan,Harabin, 7 811,14.91, 4 326,14.21, 3 485,15.89,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,5,Eduard,Chmelár, 1 717,3.27, 1 017,3.34,  700,3.19,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,6,Marian,Kotleba, 4 511,8.61, 1 913,6.28, 2 598,11.84,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,7,Milan,Krajniak, 1 254,2.39,  661,2.17,  593,2.70,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,8,József,Menyhárt,  5,0.00,  2,0.00,  3,0.01,X
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,9,František,Mikloško, 3 015,5.75, 1 717,5.64, 1 298,5.91,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,10,Robert,Mistrík,  88,0.16,  47,0.15,  41,0.18,X
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,11,Maroš,Šefèoviè, 10 685,20.40, 5 812,19.10, 4 873,22.22,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,12,Róbert,Švec,  166,0.31,  88,0.28,  78,0.35,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,13,Bohumila,Tauchmannová,  65,0.12,  31,0.10,  34,0.15,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,14,Juraj,Zábojník,  139,0.26,  73,0.23,  66,0.30,
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,15,Ivan,Zuzula,  89,0.16,  43,0.14,  46,0.20,
4,Nitriansky kraj,401,Komárno,401,Komárno,1,Béla,Bugár, 5 159,21.98, 1 926,14.89, 3 233,30.68,
4,Nitriansky kraj,401,Komárno,401,Komárno,2,Zuzana,Èaputová, 11 254,47.96, 6 752,52.21, 4 502,42.73,
4,Nitriansky kraj,401,Komárno,401,Komárno,3,Martin,Daòo,  95,0.40,  63,0.48,  32,0.30,
4,Nitriansky kraj,401,Komárno,401,Komárno,4,Štefan,Harabin, 1 648,7.02, 1 124,8.69,  524,4.97,
4,Nitriansky kraj,401,Komárno,401,Komárno,5,Eduard,Chmelár,  347,1.47,  232,1.79,  115,1.09,
4,Nitriansky kraj,401,Komárno,401,Komárno,6,Marian,Kotleba, 1 159,4.93,  604,4.67,  555,5.26,
4,Nitriansky kraj,401,Komárno,401,Komárno,7,Milan,Krajniak,  496,2.11,  270,2.08,  226,2.14,
4,Nitriansky kraj,401,Komárno,401,Komárno,8,József,Menyhárt,  150,0.63,  56,0.43,  94,0.89,X
4,Nitriansky kraj,401,Komárno,401,Komárno,9,František,Mikloško,  586,2.49,  354,2.73,  232,2.20,
4,Nitriansky kraj,401,Komárno,401,Komárno,10,Robert,Mistrík,  33,0.14,  14,0.10,  19,0.18,X
4,Nitriansky kraj,401,Komárno,401,Komárno,11,Maroš,Šefèoviè, 2 361,10.06, 1 412,10.92,  949,9.00,
4,Nitriansky kraj,401,Komárno,401,Komárno,12,Róbert,Švec,  60,0.25,  45,0.34,  15,0.14,
4,Nitriansky kraj,401,Komárno,401,Komárno,13,Bohumila,Tauchmannová,  20,0.08,  12,0.09,  8,0.07,
4,Nitriansky kraj,401,Komárno,401,Komárno,14,Juraj,Zábojník,  53,0.22,  38,0.29,  15,0.14,
4,Nitriansky kraj,401,Komárno,401,Komárno,15,Ivan,Zuzula,  44,0.18,  28,0.21,  16,0.15,
4,Nitriansky kraj,402,Levice,402,Levice,1,Béla,Bugár, 3 384,8.30, 1 082,5.62, 2 302,10.69,
4,Nitriansky kraj,402,Levice,402,Levice,2,Zuzana,Èaputová, 16 512,40.50, 9 185,47.72, 7 327,34.05,
4,Nitriansky kraj,402,Levice,402,Levice,3,Martin,Daòo,  225,0.55,  89,0.46,  136,0.63,
4,Nitriansky kraj,402,Levice,402,Levice,4,Štefan,Harabin, 4 903,12.02, 2 186,11.35, 2 717,12.62,
4,Nitriansky kraj,402,Levice,402,Levice,5,Eduard,Chmelár,  980,2.40,  538,2.79,  442,2.05,
4,Nitriansky kraj,402,Levice,402,Levice,6,Marian,Kotleba, 4 245,10.41, 1 624,8.43, 2 621,12.18,
4,Nitriansky kraj,402,Levice,402,Levice,7,Milan,Krajniak, 1 335,3.27,  589,3.06,  746,3.46,
4,Nitriansky kraj,402,Levice,402,Levice,8,József,Menyhárt,  64,0.15,  24,0.12,  40,0.18,X
4,Nitriansky kraj,402,Levice,402,Levice,9,František,Mikloško, 1 501,3.68,  645,3.35,  856,3.97,
4,Nitriansky kraj,402,Levice,402,Levice,10,Robert,Mistrík,  74,0.18,  38,0.19,  36,0.16,X
4,Nitriansky kraj,402,Levice,402,Levice,11,Maroš,Šefèoviè, 7 221,17.71, 3 115,16.18, 4 106,19.08,
4,Nitriansky kraj,402,Levice,402,Levice,12,Róbert,Švec,  133,0.32,  56,0.29,  77,0.35,
4,Nitriansky kraj,402,Levice,402,Levice,13,Bohumila,Tauchmannová,  59,0.14,  19,0.09,  40,0.18,
4,Nitriansky kraj,402,Levice,402,Levice,14,Juraj,Zábojník,  68,0.16,  31,0.16,  37,0.17,
4,Nitriansky kraj,402,Levice,402,Levice,15,Ivan,Zuzula,  60,0.14,  26,0.13,  34,0.15,
4,Nitriansky kraj,403,Nitra,403,Nitra,1,Béla,Bugár, 1 899,2.72,  441,1.14, 1 458,4.67,
4,Nitriansky kraj,403,Nitra,403,Nitra,2,Zuzana,Èaputová, 27 796,39.89, 16 814,43.68, 10 982,35.21,
4,Nitriansky kraj,403,Nitra,403,Nitra,3,Martin,Daòo,  364,0.52,  172,0.44,  192,0.61,
4,Nitriansky kraj,403,Nitra,403,Nitra,4,Štefan,Harabin, 10 096,14.49, 5 647,14.67, 4 449,14.26,
4,Nitriansky kraj,403,Nitra,403,Nitra,5,Eduard,Chmelár, 2 358,3.38, 1 344,3.49, 1 014,3.25,
4,Nitriansky kraj,403,Nitra,403,Nitra,6,Marian,Kotleba, 6 771,9.71, 2 907,7.55, 3 864,12.39,
4,Nitriansky kraj,403,Nitra,403,Nitra,7,Milan,Krajniak, 1 730,2.48,  870,2.26,  860,2.75,
4,Nitriansky kraj,403,Nitra,403,Nitra,8,József,Menyhárt,  28,0.04,  3,0.00,  25,0.08,X
4,Nitriansky kraj,403,Nitra,403,Nitra,9,František,Mikloško, 3 416,4.90, 1 934,5.02, 1 482,4.75,
4,Nitriansky kraj,403,Nitra,403,Nitra,10,Robert,Mistrík,  108,0.15,  44,0.11,  64,0.20,X
4,Nitriansky kraj,403,Nitra,403,Nitra,11,Maroš,Šefèoviè, 14 227,20.42, 7 823,20.32, 6 404,20.53,
4,Nitriansky kraj,403,Nitra,403,Nitra,12,Róbert,Švec,  507,0.72,  307,0.79,  200,0.64,
4,Nitriansky kraj,403,Nitra,403,Nitra,13,Bohumila,Tauchmannová,  90,0.12,  44,0.11,  46,0.14,
4,Nitriansky kraj,403,Nitra,403,Nitra,14,Juraj,Zábojník,  189,0.27,  84,0.21,  105,0.33,
4,Nitriansky kraj,403,Nitra,403,Nitra,15,Ivan,Zuzula,  90,0.12,  53,0.13,  37,0.11,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,1,Béla,Bugár,  251,1.40,  42,0.83,  209,1.63,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,2,Zuzana,Èaputová, 5 331,29.87, 1 713,34.07, 3 618,28.23,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,3,Martin,Daòo,  86,0.48,  16,0.31,  70,0.54,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,4,Štefan,Harabin, 3 197,17.91,  913,18.16, 2 284,17.82,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,5,Eduard,Chmelár,  450,2.52,  121,2.40,  329,2.56,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,6,Marian,Kotleba, 2 246,12.58,  487,9.68, 1 759,13.72,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,7,Milan,Krajniak,  536,3.00,  125,2.48,  411,3.20,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,8,József,Menyhárt,  2,0.01,  0,0.00,  2,0.01,X
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,9,František,Mikloško, 1 070,5.99,  315,6.26,  755,5.89,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,10,Robert,Mistrík,  32,0.17,  7,0.13,  25,0.19,X
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,11,Maroš,Šefèoviè, 4 420,24.77, 1 226,24.38, 3 194,24.92,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,12,Róbert,Švec,  95,0.53,  21,0.41,  74,0.57,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,13,Bohumila,Tauchmannová,  21,0.11,  6,0.11,  15,0.11,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,14,Juraj,Zábojník,  68,0.38,  22,0.43,  46,0.35,
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,15,Ivan,Zuzula,  38,0.21,  13,0.25,  25,0.19,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,1,Béla,Bugár, 5 231,11.03, 1 591,7.53, 3 640,13.85,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,2,Zuzana,Èaputová, 18 684,39.42, 9 860,46.69, 8 824,33.57,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,3,Martin,Daòo,  289,0.60,  112,0.53,  177,0.67,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,4,Štefan,Harabin, 5 908,12.46, 2 511,11.89, 3 397,12.92,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,5,Eduard,Chmelár, 1 139,2.40,  580,2.74,  559,2.12,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,6,Marian,Kotleba, 4 475,9.44, 1 642,7.77, 2 833,10.78,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,7,Milan,Krajniak, 1 311,2.76,  601,2.84,  710,2.70,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,8,József,Menyhárt,  103,0.21,  23,0.10,  80,0.30,X
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,9,František,Mikloško, 1 564,3.29,  538,2.54, 1 026,3.90,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,10,Robert,Mistrík,  89,0.18,  32,0.15,  57,0.21,X
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,11,Maroš,Šefèoviè, 8 263,17.43, 3 473,16.44, 4 790,18.22,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,12,Róbert,Švec,  145,0.30,  69,0.32,  76,0.28,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,13,Bohumila,Tauchmannová,  57,0.12,  34,0.16,  23,0.08,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,14,Juraj,Zábojník,  79,0.16,  33,0.15,  46,0.17,
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,15,Ivan,Zuzula,  58,0.12,  17,0.08,  41,0.15,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,1,Béla,Bugár, 1 572,8.97,  364,4.20, 1 208,13.62,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,2,Zuzana,Èaputová, 8 722,49.77, 4 735,54.70, 3 987,44.95,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,3,Martin,Daòo,  102,0.58,  32,0.36,  70,0.78,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,4,Štefan,Harabin, 1 571,8.96,  784,9.05,  787,8.87,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,5,Eduard,Chmelár,  527,3.00,  292,3.37,  235,2.64,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,6,Marian,Kotleba, 1 301,7.42,  513,5.92,  788,8.88,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,7,Milan,Krajniak,  464,2.64,  231,2.66,  233,2.62,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,8,József,Menyhárt,  25,0.14,  1,0.01,  24,0.27,X
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,9,František,Mikloško,  596,3.40,  262,3.02,  334,3.76,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,10,Robert,Mistrík,  25,0.14,  10,0.11,  15,0.16,X
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,11,Maroš,Šefèoviè, 2 471,14.10, 1 364,15.75, 1 107,12.48,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,12,Róbert,Švec,  57,0.32,  26,0.30,  31,0.34,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,13,Bohumila,Tauchmannová,  16,0.09,  3,0.03,  13,0.14,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,14,Juraj,Zábojník,  50,0.28,  26,0.30,  24,0.27,
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,15,Ivan,Zuzula,  25,0.14,  12,0.13,  13,0.14,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,1,Béla,Bugár,  341,1.14,  95,0.90,  246,1.27,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,2,Zuzana,Èaputová, 8 856,29.70, 3 505,33.43, 5 351,27.67,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,3,Martin,Daòo,  162,0.54,  41,0.39,  121,0.62,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,4,Štefan,Harabin, 5 163,17.31, 1 785,17.02, 3 378,17.47,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,5,Eduard,Chmelár, 1 008,3.38,  357,3.40,  651,3.36,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,6,Marian,Kotleba, 3 805,12.76, 1 150,10.97, 2 655,13.73,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,7,Milan,Krajniak,  793,2.65,  275,2.62,  518,2.67,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,8,József,Menyhárt,  6,0.02,  1,0.00,  5,0.02,X
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,9,František,Mikloško, 1 200,4.02,  370,3.52,  830,4.29,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,10,Robert,Mistrík,  63,0.21,  22,0.20,  41,0.21,X
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,11,Maroš,Šefèoviè, 8 071,27.07, 2 766,26.38, 5 305,27.44,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,12,Róbert,Švec,  137,0.45,  43,0.41,  94,0.48,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,13,Bohumila,Tauchmannová,  63,0.21,  28,0.26,  35,0.18,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,14,Juraj,Zábojník,  87,0.29,  28,0.26,  59,0.30,
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,15,Ivan,Zuzula,  60,0.20,  16,0.15,  44,0.22,
5,ilinskı kraj,501,Èadca,502,Èadca,1,Béla,Bugár,  499,1.47,  190,1.34,  309,1.57,
5,ilinskı kraj,501,Èadca,502,Èadca,2,Zuzana,Èaputová, 7 432,22.01, 3 290,23.27, 4 142,21.11,
5,ilinskı kraj,501,Èadca,502,Èadca,3,Martin,Daòo,  156,0.46,  59,0.41,  97,0.49,
5,ilinskı kraj,501,Èadca,502,Èadca,4,Štefan,Harabin, 6 897,20.43, 2 967,20.98, 3 930,20.03,
5,ilinskı kraj,501,Èadca,502,Èadca,5,Eduard,Chmelár,  859,2.54,  411,2.90,  448,2.28,
5,ilinskı kraj,501,Èadca,502,Èadca,6,Marian,Kotleba, 6 332,18.75, 2 473,17.49, 3 859,19.67,
5,ilinskı kraj,501,Èadca,502,Èadca,7,Milan,Krajniak,  819,2.42,  357,2.52,  462,2.35,
5,ilinskı kraj,501,Èadca,502,Èadca,8,József,Menyhárt,  6,0.01,  2,0.01,  4,0.02,X
5,ilinskı kraj,501,Èadca,502,Èadca,9,František,Mikloško, 1 748,5.17,  822,5.81,  926,4.72,
5,ilinskı kraj,501,Èadca,502,Èadca,10,Robert,Mistrík,  67,0.19,  25,0.17,  42,0.21,X
5,ilinskı kraj,501,Èadca,502,Èadca,11,Maroš,Šefèoviè, 8 656,25.64, 3 428,24.24, 5 228,26.64,
5,ilinskı kraj,501,Èadca,502,Èadca,12,Róbert,Švec,  86,0.25,  31,0.21,  55,0.28,
5,ilinskı kraj,501,Èadca,502,Èadca,13,Bohumila,Tauchmannová,  57,0.16,  30,0.21,  27,0.13,
5,ilinskı kraj,501,Èadca,502,Èadca,14,Juraj,Zábojník,  61,0.18,  14,0.09,  47,0.23,
5,ilinskı kraj,501,Èadca,502,Èadca,15,Ivan,Zuzula,  81,0.23,  39,0.27,  42,0.21,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,1,Béla,Bugár,  192,1.10,  107,1.31,  85,0.91,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,2,Zuzana,Èaputová, 6 624,37.95, 3 441,42.17, 3 183,34.24,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,3,Martin,Daòo,  111,0.63,  36,0.44,  75,0.80,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,4,Štefan,Harabin, 2 144,12.28,  998,12.23, 1 146,12.33,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,5,Eduard,Chmelár,  433,2.48,  208,2.54,  225,2.42,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,6,Marian,Kotleba, 1 837,10.52,  674,8.26, 1 163,12.51,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,7,Milan,Krajniak,  586,3.35,  229,2.80,  357,3.84,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,8,József,Menyhárt,  3,0.01,  1,0.01,  2,0.02,X
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,9,František,Mikloško, 2 391,13.70, 1 035,12.68, 1 356,14.59,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,10,Robert,Mistrík,  53,0.30,  16,0.19,  37,0.39,X
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,11,Maroš,Šefèoviè, 2 891,16.56, 1 337,16.38, 1 554,16.72,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,12,Róbert,Švec,  55,0.31,  26,0.31,  29,0.31,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,13,Bohumila,Tauchmannová,  42,0.24,  20,0.24,  22,0.23,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,14,Juraj,Zábojník,  54,0.30,  13,0.15,  41,0.44,
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,15,Ivan,Zuzula,  36,0.20,  17,0.20,  19,0.20,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,1,Béla,Bugár,  444,1.35,  216,1.26,  228,1.44,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,2,Zuzana,Èaputová, 13 489,41.06, 7 398,43.35, 6 091,38.58,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,3,Martin,Daòo,  188,0.57,  91,0.53,  97,0.61,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,4,Štefan,Harabin, 4 940,15.03, 2 476,14.51, 2 464,15.61,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,5,Eduard,Chmelár,  978,2.97,  555,3.25,  423,2.67,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,6,Marian,Kotleba, 3 413,10.39, 1 403,8.22, 2 010,12.73,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,7,Milan,Krajniak,  758,2.30,  347,2.03,  411,2.60,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,8,József,Menyhárt,  6,0.01,  5,0.02,  1,0.00,X
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,9,František,Mikloško, 1 264,3.84,  618,3.62,  646,4.09,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,10,Robert,Mistrík,  56,0.17,  30,0.17,  26,0.16,X
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,11,Maroš,Šefèoviè, 7 016,21.35, 3 787,22.19, 3 229,20.45,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,12,Róbert,Švec,  92,0.28,  48,0.28,  44,0.27,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,13,Bohumila,Tauchmannová,  71,0.21,  25,0.14,  46,0.29,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,14,Juraj,Zábojník,  71,0.21,  35,0.20,  36,0.22,
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,15,Ivan,Zuzula,  62,0.18,  30,0.17,  32,0.20,
5,ilinskı kraj,504,Martin,506,Martin,1,Béla,Bugár,  497,1.15,  298,1.03,  199,1.40,
5,ilinskı kraj,504,Martin,506,Martin,2,Zuzana,Èaputová, 17 180,39.93, 11 997,41.65, 5 183,36.47,
5,ilinskı kraj,504,Martin,506,Martin,3,Martin,Daòo,  215,0.49,  143,0.49,  72,0.50,
5,ilinskı kraj,504,Martin,506,Martin,4,Štefan,Harabin, 6 532,15.18, 4 223,14.66, 2 309,16.24,
5,ilinskı kraj,504,Martin,506,Martin,5,Eduard,Chmelár, 1 587,3.68, 1 056,3.66,  531,3.73,
5,ilinskı kraj,504,Martin,506,Martin,6,Marian,Kotleba, 4 830,11.22, 3 022,10.49, 1 808,12.72,
5,ilinskı kraj,504,Martin,506,Martin,7,Milan,Krajniak, 1 056,2.45,  722,2.50,  334,2.35,
5,ilinskı kraj,504,Martin,506,Martin,8,József,Menyhárt,  6,0.01,  3,0.01,  3,0.02,X
5,ilinskı kraj,504,Martin,506,Martin,9,František,Mikloško, 1 659,3.85, 1 148,3.98,  511,3.59,
5,ilinskı kraj,504,Martin,506,Martin,10,Robert,Mistrík,  68,0.15,  37,0.12,  31,0.21,X
