Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poèet okrskov ,Poèet zapísanıch volièov,Poèet vydanıch obálok,"Úèas volièov v %",Poèet odovzdanıch obálok,Podiel odovzdanıch obálok v %,Poèet platnıch hlasov všetkıch kandidátov, Podiel platnıch hlasov všetkıch kandidátov v %
4,Nitriansky kraj,402,Levice,402,Levice,502219,Drenice,2,  316,  183,57.91,  183,100.00,  183,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502227,Farná,1, 1 147,  314,27.37,  314,100.00,  309,98.40
4,Nitriansky kraj,402,Levice,402,Levice,502243,Hokovce,1,  438,  186,42.46,  186,100.00,  185,99.46
4,Nitriansky kraj,402,Levice,402,Levice,502251,Hontianska Vrbica,1,  496,  179,36.08,  179,100.00,  179,100.00
4,Nitriansky kraj,402,Levice,402,Levice,545350,Hontianske Trsany,1,  255,  171,67.05,  171,100.00,  169,98.83
4,Nitriansky kraj,402,Levice,402,Levice,502260,Horná Seè,1,  468,  308,65.81,  308,100.00,  304,98.70
4,Nitriansky kraj,402,Levice,402,Levice,502278,Horné Semerovce,1,  498,  195,39.15,  195,100.00,  195,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502286,Horné Turovce,1,  480,  192,40.00,  192,100.00,  191,99.47
4,Nitriansky kraj,402,Levice,402,Levice,502294,Hornı Pial,1,  230,  107,46.52,  107,100.00,  107,100.00
4,Nitriansky kraj,402,Levice,402,Levice,581895,Hrkovce,1,  263,  104,39.54,  104,100.00,  103,99.03
4,Nitriansky kraj,402,Levice,402,Levice,502324,Hronovce,3, 1 199,  434,36.19,  434,100.00,  433,99.76
4,Nitriansky kraj,402,Levice,402,Levice,502332,Hronské K¾aèany,1, 1 168,  712,60.95,  712,100.00,  710,99.71
4,Nitriansky kraj,402,Levice,402,Levice,502341,Hronské Kosihy,1,  573,  287,50.08,  287,100.00,  286,99.65
4,Nitriansky kraj,402,Levice,402,Levice,502359,Iòa,1,  197,  109,55.32,  109,100.00,  107,98.16
4,Nitriansky kraj,402,Levice,402,Levice,502367,Ipe¾ské Ú¾any,1,  242,  72,29.75,  72,100.00,  72,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502375,Ipe¾skı Sokolec,1,  698,  173,24.78,  173,100.00,  170,98.26
4,Nitriansky kraj,402,Levice,402,Levice,502383,Jabloòovce,1,  189,  97,51.32,  97,100.00,  96,98.96
4,Nitriansky kraj,402,Levice,402,Levice,556777,Jesenské,1,  38,  25,65.78,  25,100.00,  25,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502391,Jur nad Hronom,1,  809,  406,50.18,  406,100.00,  405,99.75
4,Nitriansky kraj,402,Levice,402,Levice,502413,Kalná nad Hronom,1, 1 730,  783,45.26,  783,100.00,  779,99.48
4,Nitriansky kraj,402,Levice,402,Levice,502472,Ke,1,  498,  201,40.36,  201,100.00,  200,99.50
4,Nitriansky kraj,402,Levice,402,Levice,502421,Kozárovce,2, 1 620,  907,55.98,  907,100.00,  901,99.33
4,Nitriansky kraj,402,Levice,402,Levice,502430,Krškany,1,  648,  337,52.00,  337,100.00,  333,98.81
4,Nitriansky kraj,402,Levice,402,Levice,502448,Kubáòovo,1,  229,  67,29.25,  67,100.00,  67,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502456,Kukuèínov,1,  492,  165,33.53,  165,100.00,  164,99.39
4,Nitriansky kraj,402,Levice,402,Levice,502464,Kura¾any,1,  432,  210,48.61,  210,100.00,  209,99.52
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,47, 27 319, 13 565,49.65, 13 563,99.98, 13 512,99.62
4,Nitriansky kraj,402,Levice,402,Levice,502481,Lok,1,  814,  302,37.10,  302,100.00,  300,99.33
4,Nitriansky kraj,402,Levice,402,Levice,502499,Lontov,1,  518,  109,21.04,  109,100.00,  108,99.08
4,Nitriansky kraj,402,Levice,402,Levice,502502,Lula,1,  151,  63,41.72,  63,100.00,  63,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502511,Málaš,1,  420,  138,32.85,  138,100.00,  138,100.00
4,Nitriansky kraj,402,Levice,402,Levice,581135,Malé Kozmálovce,1,  332,  147,44.27,  147,100.00,  143,97.27
4,Nitriansky kraj,402,Levice,402,Levice,502537,Malé Ludince,1,  139,  41,29.49,  41,100.00,  40,97.56
4,Nitriansky kraj,402,Levice,402,Levice,502570,Mıtne Ludany,1,  772,  264,34.19,  264,100.00,  264,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502588,Nová Dedina,1, 1 255,  709,56.49,  709,100.00,  707,99.71
4,Nitriansky kraj,402,Levice,402,Levice,502596,Novı Tekov,1,  707,  380,53.74,  380,100.00,  380,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502600,Nırovce,1,  462,  155,33.54,  155,100.00,  153,98.70
4,Nitriansky kraj,402,Levice,402,Levice,502618,Ondrejovce,1,  360,  164,45.55,  164,100.00,  163,99.39
4,Nitriansky kraj,402,Levice,402,Levice,502626,Pastovce,1,  430,  101,23.48,  101,100.00,  100,99.00
4,Nitriansky kraj,402,Levice,402,Levice,502634,Peèenice,1,  121,  84,69.42,  84,100.00,  84,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502642,Plášovce,2, 1 324,  465,35.12,  465,100.00,  456,98.06
4,Nitriansky kraj,402,Levice,402,Levice,502651,Plavé Vozokany,1,  610,  208,34.09,  208,100.00,  208,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502669,Podluany,1,  653,  370,56.66,  370,100.00,  366,98.91
4,Nitriansky kraj,402,Levice,402,Levice,502677,Pohronskı Ruskov,1, 1 033,  351,33.97,  351,100.00,  348,99.14
4,Nitriansky kraj,402,Levice,402,Levice,502693,Pukanec,2, 1 571,  774,49.26,  774,100.00,  769,99.35
4,Nitriansky kraj,402,Levice,402,Levice,502707,Rybník,1, 1 175,  704,59.91,  704,100.00,  697,99.00
4,Nitriansky kraj,402,Levice,402,Levice,502715,Santovka,2,  576,  288,50.00,  288,100.00,  287,99.65
4,Nitriansky kraj,402,Levice,402,Levice,502723,Sazdice,1,  362,  101,27.90,  101,100.00,  100,99.00
4,Nitriansky kraj,402,Levice,402,Levice,502731,Sikenica,1,  521,  119,22.84,  119,100.00,  119,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502740,Slatina,1,  244,  66,27.04,  66,100.00,  65,98.48
4,Nitriansky kraj,402,Levice,402,Levice,502758,Starı Hrádok,1,  155,  69,44.51,  69,100.00,  69,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502766,Starı Tekov,1, 1 230,  776,63.08,  776,100.00,  768,98.96
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,8, 6 125, 1 877,30.64, 1 877,100.00, 1 864,99.30
4,Nitriansky kraj,402,Levice,402,Levice,502791,Šalov,1,  266,  47,17.66,  47,100.00,  47,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502804,Šarovce,1, 1 263,  308,24.38,  308,100.00,  305,99.02
4,Nitriansky kraj,402,Levice,402,Levice,502812,Tehla,1,  402,  160,39.80,  160,100.00,  158,98.75
4,Nitriansky kraj,402,Levice,402,Levice,502821,Tekovské Luany,3, 2 339,  777,33.21,  777,100.00,  769,98.97
4,Nitriansky kraj,402,Levice,402,Levice,502847,Tekovskı Hrádok,1,  286,  95,33.21,  95,100.00,  95,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502863,Tlmaèe,4, 3 136, 1 592,50.76, 1 592,100.00, 1 581,99.30
4,Nitriansky kraj,402,Levice,402,Levice,502871,Tupá,1,  474,  210,44.30,  210,100.00,  210,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502880,Turá,1,  188,  96,51.06,  96,100.00,  96,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502898,Uhliská,1,  183,  70,38.25,  70,100.00,  70,100.00
4,Nitriansky kraj,402,Levice,402,Levice,581160,Ve¾ké Kozmálovce,1,  583,  366,62.77,  366,100.00,  366,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502910,Ve¾ké Ludince,1, 1 281,  388,30.28,  388,100.00,  387,99.74
4,Nitriansky kraj,402,Levice,402,Levice,502928,Ve¾ké Turovce,1,  623,  243,39.00,  243,100.00,  243,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502936,Ve¾kı Ïur,2, 1 065,  495,46.47,  495,100.00,  492,99.39
4,Nitriansky kraj,402,Levice,402,Levice,502944,Vyškovce nad Ip¾om,1,  555,  187,33.69,  187,100.00,  187,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502952,Vyšné nad Hronom,1,  147,  69,46.93,  69,100.00,  69,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502961,Zalaba,1,  128,  72,56.25,  72,100.00,  70,97.22
4,Nitriansky kraj,402,Levice,402,Levice,502979,Zbrojníky,1,  446,  180,40.35,  180,100.00,  180,100.00
4,Nitriansky kraj,402,Levice,402,Levice,502987,eliezovce,8, 5 804, 2 303,39.67, 2 302,99.95, 2 290,99.47
4,Nitriansky kraj,402,Levice,402,Levice,502995,emberovce,1, 1 034,  534,51.64,  534,100.00,  532,99.62
4,Nitriansky kraj,402,Levice,402,Levice,503002,emliare,1,  139,  62,44.60,  62,100.00,  60,96.77
4,Nitriansky kraj,403,Nitra,403,Nitra,500020,Alekšince,1, 1 431,  595,41.57,  595,100.00,  593,99.66
4,Nitriansky kraj,403,Nitra,403,Nitra,500046,Báb,1,  939,  474,50.47,  474,100.00,  473,99.78
4,Nitriansky kraj,403,Nitra,403,Nitra,581623,Babindol,1,  567,  266,46.91,  266,100.00,  265,99.62
4,Nitriansky kraj,403,Nitra,403,Nitra,582697,Bádice,1,  317,  172,54.25,  172,100.00,  170,98.83
4,Nitriansky kraj,403,Nitra,403,Nitra,500071,Branè,2, 1 861,  926,49.75,  926,100.00,  922,99.56
4,Nitriansky kraj,403,Nitra,403,Nitra,545589,Cabaj - Èápor,4, 3 379, 1 587,46.96, 1 587,100.00, 1 579,99.49
4,Nitriansky kraj,403,Nitra,403,Nitra,582387,Èab,1,  643,  334,51.94,  334,100.00,  333,99.70
4,Nitriansky kraj,403,Nitra,403,Nitra,500101,Èakajovce,1,  951,  468,49.21,  468,100.00,  467,99.78
4,Nitriansky kraj,403,Nitra,403,Nitra,555886,Èechynce,1, 1 006,  501,49.80,  501,100.00,  499,99.60
4,Nitriansky kraj,403,Nitra,403,Nitra,500135,Èe¾adice,1,  837,  370,44.20,  370,100.00,  367,99.18
4,Nitriansky kraj,403,Nitra,403,Nitra,500160,Èifáre,1,  481,  213,44.28,  213,100.00,  213,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,582425,Dolné Lefantovce,1,  539,  297,55.10,  297,100.00,  297,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,500194,Dolné Obdokovce,1,  953,  382,40.08,  382,100.00,  381,99.73
4,Nitriansky kraj,403,Nitra,403,Nitra,500232,Golianovo,2, 1 392,  810,58.18,  810,100.00,  807,99.62
4,Nitriansky kraj,403,Nitra,403,Nitra,545635,Horné Lefantovce,1,  762,  428,56.16,  428,100.00,  426,99.53
4,Nitriansky kraj,403,Nitra,403,Nitra,555959,Hosová,1,  327,  165,50.45,  165,100.00,  165,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,500313,Hruboòovo,2,  432,  222,51.38,  222,100.00,  222,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,558320,Ivanka pri Nitre,3, 2 295, 1 186,51.67, 1 186,100.00, 1 176,99.15
4,Nitriansky kraj,403,Nitra,403,Nitra,500356,Jarok,2, 1 686,  898,53.26,  898,100.00,  891,99.22
4,Nitriansky kraj,403,Nitra,403,Nitra,500372,Jelenec,2, 1 716,  763,44.46,  763,100.00,  756,99.08
4,Nitriansky kraj,403,Nitra,403,Nitra,500381,Jelšovce,1,  840,  385,45.83,  385,100.00,  383,99.48
4,Nitriansky kraj,403,Nitra,403,Nitra,500399,Kapince,1,  165,  90,54.54,  90,100.00,  90,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,500402,Klasov,1, 1 027,  467,45.47,  467,100.00,  466,99.78
4,Nitriansky kraj,403,Nitra,403,Nitra,500411,Kolíòany,1, 1 288,  588,45.65,  588,100.00,  581,98.80
4,Nitriansky kraj,403,Nitra,403,Nitra,500453,Lehota,1, 1 912, 1 043,54.55, 1 043,100.00, 1 042,99.90
4,Nitriansky kraj,403,Nitra,403,Nitra,500470,Lúènica nad itavou,2,  800,  435,54.37,  435,100.00,  429,98.62
4,Nitriansky kraj,403,Nitra,403,Nitra,581097,¼udovítová,1,  213,  130,61.03,  130,100.00,  129,99.23
4,Nitriansky kraj,403,Nitra,403,Nitra,500488,Lukáèovce,1,  964,  458,47.51,  458,100.00,  456,99.56
4,Nitriansky kraj,403,Nitra,403,Nitra,580899,Luianky,2, 2 440, 1 139,46.68, 1 138,99.91, 1 132,99.47
4,Nitriansky kraj,403,Nitra,403,Nitra,556785,Malé Chyndice,1,  323,  156,48.29,  156,100.00,  155,99.35
4,Nitriansky kraj,403,Nitra,403,Nitra,500534,Malé Záluie,1,  232,  141,60.77,  141,100.00,  140,99.29
4,Nitriansky kraj,403,Nitra,403,Nitra,555908,Malı Cetín,1,  341,  197,57.77,  197,100.00,  196,99.49
4,Nitriansky kraj,403,Nitra,403,Nitra,555851,Malı Lapáš,1,  739,  456,61.70,  456,100.00,  454,99.56
4,Nitriansky kraj,403,Nitra,403,Nitra,500569,Melek,1,  413,  216,52.30,  216,100.00,  213,98.61
4,Nitriansky kraj,403,Nitra,403,Nitra,500577,Mojmírovce,3, 2 360, 1 076,45.59, 1 076,100.00, 1 073,99.72
4,Nitriansky kraj,403,Nitra,403,Nitra,500011,Nitra,71, 66 045, 35 060,53.08, 35 049,99.96, 34 890,99.54
4,Nitriansky kraj,403,Nitra,403,Nitra,556696,Nitrianske Hrnèiarovce,1, 1 753,  952,54.30,  952,100.00,  950,99.78
4,Nitriansky kraj,403,Nitra,403,Nitra,500631,Nová Ves nad itavou,1, 1 101,  571,51.86,  571,100.00,  570,99.82
4,Nitriansky kraj,403,Nitra,403,Nitra,500640,Nové Sady,2, 1 096,  624,56.93,  624,100.00,  623,99.83
4,Nitriansky kraj,403,Nitra,403,Nitra,500666,Paòa,1,  309,  144,46.60,  144,100.00,  144,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,500674,Podhorany,2,  913,  473,51.80,  473,100.00,  470,99.36
4,Nitriansky kraj,403,Nitra,403,Nitra,500682,Pohranice,1,  924,  494,53.46,  494,100.00,  491,99.39
4,Nitriansky kraj,403,Nitra,403,Nitra,500691,Po¾nı Kesov,1,  556,  250,44.96,  250,100.00,  250,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,500704,Rišòovce,2, 1 703,  883,51.84,  883,100.00,  881,99.77
4,Nitriansky kraj,403,Nitra,403,Nitra,500712,Rumanová,1,  688,  348,50.58,  348,100.00,  345,99.13
4,Nitriansky kraj,403,Nitra,403,Nitra,555991,Svätoplukovo,1, 1 101,  534,48.50,  534,100.00,  532,99.62
4,Nitriansky kraj,403,Nitra,403,Nitra,581691,Štefanovièová,1,  259,  119,45.94,  119,100.00,  118,99.15
4,Nitriansky kraj,403,Nitra,403,Nitra,582719,Štitáre,1,  737,  436,59.15,  436,100.00,  435,99.77
4,Nitriansky kraj,403,Nitra,403,Nitra,500780,Šurianky,1,  490,  310,63.26,  310,100.00,  308,99.35
4,Nitriansky kraj,403,Nitra,403,Nitra,500798,Tajná,1,  240,  142,59.16,  142,100.00,  140,98.59
4,Nitriansky kraj,403,Nitra,403,Nitra,555967,Telince,1,  312,  112,35.89,  112,100.00,  112,100.00
4,Nitriansky kraj,403,Nitra,403,Nitra,500844,Ve¾ká Dolina,1,  567,  303,53.43,  303,100.00,  302,99.66
4,Nitriansky kraj,403,Nitra,403,Nitra,500518,Ve¾ké Chyndice,1,  281,  168,59.78,  168,100.00,  167,99.40
4,Nitriansky kraj,403,Nitra,403,Nitra,500887,Ve¾ké Záluie,3, 3 511, 1 844,52.52, 1 843,99.94, 1 829,99.24
4,Nitriansky kraj,403,Nitra,403,Nitra,500895,Ve¾kı Cetín,1, 1 391,  563,40.47,  563,100.00,  559,99.28
4,Nitriansky kraj,403,Nitra,403,Nitra,555860,Ve¾kı Lapáš,1, 1 346,  768,57.05,  768,100.00,  766,99.73
4,Nitriansky kraj,403,Nitra,403,Nitra,500917,Vinodol,1, 1 579,  653,41.35,  653,100.00,  646,98.92
4,Nitriansky kraj,403,Nitra,403,Nitra,500933,Vráble,9, 7 277, 3 618,49.71, 3 618,100.00, 3 597,99.41
4,Nitriansky kraj,403,Nitra,403,Nitra,500941,Vıèapy - Opatovce,2, 1 808,  975,53.92,  975,100.00,  970,99.48
4,Nitriansky kraj,403,Nitra,403,Nitra,500950,Zbehy,2, 1 821,  942,51.72,  942,100.00,  941,99.89
4,Nitriansky kraj,403,Nitra,403,Nitra,500992,irany,1, 1 134,  531,46.82,  531,100.00,  528,99.43
4,Nitriansky kraj,403,Nitra,403,Nitra,501018,itavce,1,  351,  164,46.72,  164,100.00,  164,100.00
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500062,Beladice,1, 1 321,  645,48.82,  645,100.00,  639,99.06
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500127,Èaradice,1,  410,  233,56.82,  233,100.00,  231,99.14
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555916,Èervenı Hrádok,1,  344,  182,52.90,  182,100.00,  182,100.00
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500151,Èierne K¾aèany,1,  951,  532,55.94,  532,100.00,  531,99.81
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500283,Hostie,1, 1 029,  583,56.65,  583,100.00,  579,99.31
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500305,Hosovce,1,  601,  322,53.57,  322,100.00,  321,99.68
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500321,Choèa,1,  429,  207,48.25,  207,100.00,  205,99.03
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500364,Jed¾ové Kosto¾any,1,  777,  372,47.87,  370,99.46,  367,99.18
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500429,Kosto¾any pod Tribeèom,1,  303,  184,60.72,  184,100.00,  183,99.45
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500437,Ladice,1,  662,  283,42.74,  283,100.00,  281,99.29
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500461,Lovce,1,  588,  327,55.61,  327,100.00,  325,99.38
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500500,Machulince,1,  907,  514,56.67,  514,100.00,  513,99.80
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555924,Malé Vozokany,1,  266,  154,57.89,  154,100.00,  152,98.70
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500542,Mankovce,1,  450,  254,56.44,  254,100.00,  254,100.00
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500551,Martin nad itavou,1,  440,  229,52.04,  229,100.00,  229,100.00
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500585,Nemèiòany,1,  563,  287,50.97,  287,100.00,  286,99.65
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500593,Neverice,1,  563,  306,54.35,  306,100.00,  302,98.69
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500607,Nevidzany,1,  494,  298,60.32,  298,100.00,  297,99.66
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500658,Obyce,1, 1 263,  592,46.87,  591,99.83,  589,99.66
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500721,Skıcov,1,  812,  434,53.44,  434,100.00,  428,98.61
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500747,S¾aany,1, 1 419,  751,52.92,  751,100.00,  747,99.46
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500755,Slepèany,1,  685,  353,51.53,  353,100.00,  348,98.58
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,517305,Tekovské Nemce,1,  889,  385,43.30,  385,100.00,  384,99.74
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500810,Tesárske Mlyòany,2, 1 384,  665,48.04,  665,100.00,  656,98.64
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500828,Topo¾èianky,2, 2 291, 1 324,57.79, 1 324,100.00, 1 317,99.47
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500836,Velèice,1,  701,  418,59.62,  418,100.00,  418,100.00
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555932,Ve¾ké Vozokany,1,  377,  236,62.59,  236,100.00,  236,100.00
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500909,Vieska nad itavou,1,  375,  216,57.60,  215,99.53,  211,98.13
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500925,Volkovce,1,  859,  424,49.35,  424,100.00,  422,99.52
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500968,Zlaté Moravce,11, 10 144, 5 046,49.74, 5 046,100.00, 5 027,99.62
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500976,Zlatno,1,  196,  88,44.89,  88,100.00,  87,98.86
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500984,ikava,1,  419,  248,59.18,  248,100.00,  245,98.79
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,582816,itavany,2, 1 624,  863,53.14,  863,100.00,  851,98.60
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503029,Andovce,1, 1 262,  553,43.81,  553,100.00,  551,99.63
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503037,Bajtava,1,  312,  99,31.73,  99,100.00,  99,100.00
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503045,Bánov,3, 3 106, 1 584,50.99, 1 584,100.00, 1 579,99.68
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503053,Bardoòovo,1,  647,  268,41.42,  268,100.00,  264,98.50
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503061,Belá,1,  314,  107,34.07,  107,100.00,  105,98.13
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503070,Bešeòov,1, 1 366,  442,32.35,  442,100.00,  437,98.86
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503088,Bíòa,1, 1 199,  281,23.43,  281,100.00,  274,97.50
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503096,Branovo,1,  488,  268,54.91,  268,100.00,  267,99.62
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503100,Bruty,1,  489,  149,30.47,  149,100.00,  148,99.32
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503118,Èechy,1,  257,  133,51.75,  133,100.00,  133,100.00
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503126,Èerník,1,  844,  448,53.08,  448,100.00,  445,99.33
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503134,Dedinka,1,  567,  269,47.44,  269,100.00,  268,99.62
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503151,Dolnı Ohaj,2, 1 314,  681,51.82,  681,100.00,  679,99.70
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503169,Dubník,2, 1 330,  458,34.43,  458,100.00,  454,99.12
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503177,Dvory nad itavou,4, 4 146, 1 343,32.39, 1 343,100.00, 1 336,99.47
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503185,Gbelce,2, 1 792,  501,27.95,  501,100.00,  495,98.80
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503193,Hul,1, 1 035,  497,48.01,  497,100.00,  495,99.59
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503207,Ch¾aba,1,  584,  106,18.15,  106,100.00,  106,100.00
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503215,Jasová,1,  964,  494,51.24,  494,100.00,  492,99.59
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503223,Jatov,1,  619,  337,54.44,  337,100.00,  333,98.81
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503231,Kamenica nad Hronom,1, 1 089,  276,25.34,  276,100.00,  274,99.27
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503240,Kamenín,1, 1 242,  275,22.14,  275,100.00,  274,99.63
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503258,Kamennı Most,1,  876,  250,28.53,  250,100.00,  248,99.20
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503266,Kmeovo,1,  732,  427,58.33,  427,100.00,  426,99.76
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503274,Kolta,1, 1 102,  520,47.18,  520,100.00,  519,99.80
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503282,Komjatice,3, 3 447, 1 532,44.44, 1 532,100.00, 1 524,99.47
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503291,Komoèa,1,  820,  279,34.02,  279,100.00,  276,98.92
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503312,Le¾a,1,  269,  81,30.11,  81,100.00,  74,91.35
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503321,Lipová,2, 1 307,  641,49.04,  641,100.00,  640,99.84
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503339,¼ubá,1,  372,  104,27.95,  104,100.00,  104,100.00
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503347,Malá nad Hronom,1,  335,  89,26.56,  89,100.00,  88,98.87
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503355,Malé Kosihy,1,  294,  84,28.57,  84,100.00,  84,100.00
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503363,Maòa,3, 1 706,  777,45.54,  777,100.00,  772,99.35
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503371,Michal nad itavou,1,  555,  313,56.39,  313,100.00,  312,99.68
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503398,Mojzesovo,1, 1 105,  544,49.23,  544,100.00,  543,99.81
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503401,Mula,2, 1 604,  414,25.81,  413,99.75,  409,99.03
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556092,Nána,1,  996,  304,30.52,  304,100.00,  303,99.67
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503436,Nová Vieska,1,  598,  205,34.28,  205,100.00,  204,99.51
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503011,Nové Zámky,37, 32 168, 14 521,45.14, 14 518,99.97, 14 452,99.54
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,582361,Obid,1,  931,  237,25.45,  237,100.00,  235,99.15
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503452,Palárikovo,3, 3 502, 1 476,42.14, 1 476,100.00, 1 462,99.05
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556033,Pavlová,1,  195,  66,33.84,  66,100.00,  66,100.00
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503479,Podhájska,1, 1 040,  538,51.73,  538,100.00,  534,99.25
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503487,Pozba,1,  393,  217,55.21,  217,100.00,  217,100.00
