Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poèet okrskov ,Poèet zapísanıch volièov,Poèet vydanıch obálok,"Úèas volièov v %",Poèet odovzdanıch obálok,Podiel odovzdanıch obálok v %,Poèet platnıch hlasov všetkıch kandidátov, Podiel platnıch hlasov všetkıch kandidátov v %
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501638,Hviezdoslavov,1, 1 379,  886,64.24,  886,100.00,  883,99.66
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501654,Jahodná,1, 1 398,  339,24.24,  339,100.00,  336,99.11
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501662,Janíky,2,  755,  414,54.83,  414,100.00,  411,99.27
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501671,Jurová,1,  397,  140,35.26,  140,100.00,  140,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501689,K¾úèovec,1,  311,  92,29.58,  92,100.00,  89,96.73
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501697,Kostolné Kraèany,1, 1 160,  436,37.58,  436,100.00,  435,99.77
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501701,Krá¾ovièove Kraèany,1,  899,  293,32.59,  293,100.00,  291,99.31
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501719,Kútniky,2, 1 155,  448,38.78,  448,100.00,  445,99.33
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501727,Kvetoslavov,2, 1 262,  799,63.31,  799,100.00,  795,99.49
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,580597,Kyselica,1,  160,  72,45.00,  72,100.00,  72,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501735,Lehnice,2, 2 315,  888,38.35,  886,99.77,  876,98.87
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501743,Lúè na Ostrove,2,  614,  217,35.34,  217,100.00,  217,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555606,Macov,1,  325,  195,60.00,  195,100.00,  193,98.97
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555649,Mad,1,  466,  178,38.19,  178,100.00,  175,98.31
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555665,Malé Dvorníky,1,  941,  386,41.02,  386,100.00,  385,99.74
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501760,Medveïov,1,  483,  129,26.70,  129,100.00,  129,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501778,Mierovo,1,  361,  202,55.95,  202,100.00,  202,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501786,Michal na Ostrove,1,  820,  316,38.53,  316,100.00,  311,98.41
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501930,Òárad,1,  540,  193,35.74,  193,100.00,  186,96.37
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501808,Novı ivot,3, 1 836,  674,36.71,  674,100.00,  664,98.51
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501816,Ohrady,1, 1 120,  299,26.69,  299,100.00,  298,99.66
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501824,Okoè,3, 3 100,  605,19.51,  605,100.00,  575,95.04
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501832,O¾dza,1,  403,  210,52.10,  210,100.00,  209,99.52
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501859,Orechová Potôò,2, 1 463,  456,31.16,  456,100.00,  453,99.34
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501867,Padáò,1,  740,  186,25.13,  186,100.00,  186,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501883,Pataš,1,  658,  102,15.50,  102,100.00,  102,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,582522,Potônske Lúky,1,  229,  87,37.99,  87,100.00,  86,98.85
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555720,Povoda,1,  803,  272,33.87,  272,100.00,  269,98.89
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501891,Rohovce,1,  922,  400,43.38,  399,99.75,  394,98.74
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501875,Sap,1,  441,  121,27.43,  121,100.00,  119,98.34
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,9, 10 981, 5 058,46.06, 5 058,100.00, 5 027,99.38
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,1, 1 437,  631,43.91,  631,100.00,  626,99.20
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topo¾níky,3, 2 578,  721,27.96,  721,100.00,  713,98.89
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,2, 1 860,  505,27.15,  505,100.00,  501,99.20
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,1,  418,  196,46.88,  196,100.00,  196,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,1,  498,  176,35.34,  176,100.00,  170,96.59
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Ve¾ká Paka,1,  776,  420,54.12,  420,100.00,  417,99.28
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Ve¾ké Blahovo,1, 1 241,  326,26.26,  326,100.00,  323,99.07
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Ve¾ké Dvorníky,1, 1 047,  305,29.13,  305,100.00,  300,98.36
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Ve¾kı Meder,8, 7 097, 1 570,22.12, 1 570,100.00, 1 561,99.42
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,1,  360,  160,44.44,  160,100.00,  159,99.37
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,1,  410,  212,51.70,  212,100.00,  210,99.05
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúò,2, 2 255,  715,31.70,  714,99.86,  705,98.73
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,1, 1 451,  433,29.84,  433,100.00,  425,98.15
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,2, 2 753,  532,19.32,  532,100.00,  529,99.43
2,Trnavskı kraj,202,Galanta,202,Galanta,503673,Abrahám,1,  905,  527,58.23,  527,100.00,  527,100.00
2,Trnavskı kraj,202,Galanta,202,Galanta,503690,Èierna Voda,1, 1 147,  564,49.17,  564,100.00,  555,98.40
2,Trnavskı kraj,202,Galanta,202,Galanta,503703,Èierny Brod,1, 1 372,  430,31.34,  430,100.00,  426,99.06
2,Trnavskı kraj,202,Galanta,202,Galanta,555789,Dolná Streda,1, 1 289,  731,56.71,  731,100.00,  721,98.63
2,Trnavskı kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,2, 1 721,  570,33.12,  564,98.94,  555,98.40
2,Trnavskı kraj,202,Galanta,202,Galanta,503754,Dolnı Chotár,1,  300,  74,24.66,  74,100.00,  73,98.64
2,Trnavskı kraj,202,Galanta,202,Galanta,503665,Galanta,18, 12 474, 5 936,47.58, 5 928,99.86, 5 902,99.56
2,Trnavskı kraj,202,Galanta,202,Galanta,503762,Gáò,1,  684,  368,53.80,  368,100.00,  367,99.72
2,Trnavskı kraj,202,Galanta,202,Galanta,503771,Horné Saliby,2, 2 671, 1 030,38.56, 1 030,100.00, 1 015,98.54
2,Trnavskı kraj,202,Galanta,202,Galanta,503789,Hoste,1,  393,  215,54.70,  215,100.00,  214,99.53
2,Trnavskı kraj,202,Galanta,202,Galanta,503827,Jánovce,1,  406,  223,54.92,  223,100.00,  223,100.00
2,Trnavskı kraj,202,Galanta,202,Galanta,503835,Jelka,3, 3 357, 1 129,33.63, 1 129,100.00, 1 117,98.93
2,Trnavskı kraj,202,Galanta,202,Galanta,503843,Kajal,1, 1 249,  465,37.22,  465,100.00,  464,99.78
2,Trnavskı kraj,202,Galanta,202,Galanta,503860,Košúty,1, 1 403,  571,40.69,  571,100.00,  559,97.89
2,Trnavskı kraj,202,Galanta,202,Galanta,503878,Krá¾ov Brod,1,  907,  268,29.54,  268,100.00,  264,98.50
2,Trnavskı kraj,202,Galanta,202,Galanta,582638,Malá Maèa,1,  499,  232,46.49,  232,100.00,  229,98.70
2,Trnavskı kraj,202,Galanta,202,Galanta,555754,Matúškovo,2, 1 888,  953,50.47,  953,100.00,  946,99.26
2,Trnavskı kraj,202,Galanta,202,Galanta,503924,Mostová,1, 1 339,  485,36.22,  485,100.00,  484,99.79
2,Trnavskı kraj,202,Galanta,202,Galanta,503959,Pata,2, 2 637, 1 271,48.19, 1 271,100.00, 1 259,99.05
2,Trnavskı kraj,202,Galanta,202,Galanta,503967,Pusté Sady,1,  530,  256,48.30,  256,100.00,  253,98.82
2,Trnavskı kraj,202,Galanta,202,Galanta,503975,Pusté Ú¾any,1, 1 443,  735,50.93,  735,100.00,  725,98.63
2,Trnavskı kraj,202,Galanta,202,Galanta,504009,Sereï,13, 13 365, 6 528,48.84, 6 528,100.00, 6 495,99.49
2,Trnavskı kraj,202,Galanta,202,Galanta,504017,Sládkovièovo,5, 4 405, 1 783,40.47, 1 783,100.00, 1 780,99.83
2,Trnavskı kraj,202,Galanta,202,Galanta,504033,Šalgoèka,1,  390,  192,49.23,  192,100.00,  189,98.43
2,Trnavskı kraj,202,Galanta,202,Galanta,504041,Šintava,1, 1 468,  822,55.99,  822,100.00,  820,99.75
2,Trnavskı kraj,202,Galanta,202,Galanta,504050,Šoporòa,3, 3 451, 1 555,45.05, 1 555,100.00, 1 547,99.48
2,Trnavskı kraj,202,Galanta,202,Galanta,504076,Tomášikovo,1, 1 331,  389,29.22,  389,100.00,  384,98.71
2,Trnavskı kraj,202,Galanta,202,Galanta,504084,Topo¾nica,1,  694,  369,53.17,  369,100.00,  367,99.45
2,Trnavskı kraj,202,Galanta,202,Galanta,504106,Trstice,3, 3 214,  973,30.27,  973,100.00,  969,99.58
2,Trnavskı kraj,202,Galanta,202,Galanta,504114,Váhovce,2, 1 743,  637,36.54,  637,100.00,  633,99.37
2,Trnavskı kraj,202,Galanta,202,Galanta,504122,Ve¾ká Maèa,2, 2 131,  787,36.93,  787,100.00,  780,99.11
2,Trnavskı kraj,202,Galanta,202,Galanta,504131,Ve¾ké Ú¾any,4, 3 766, 1 573,41.76, 1 573,100.00, 1 565,99.49
2,Trnavskı kraj,202,Galanta,202,Galanta,504149,Ve¾kı Grob,1, 1 122,  562,50.08,  562,100.00,  559,99.46
2,Trnavskı kraj,202,Galanta,202,Galanta,504157,Vinohrady nad Váhom,1, 1 365,  660,48.35,  660,100.00,  658,99.69
2,Trnavskı kraj,202,Galanta,202,Galanta,504173,Vozokany,1,  967,  348,35.98,  348,100.00,  346,99.42
2,Trnavskı kraj,202,Galanta,202,Galanta,504181,Zemianske Sady,1,  689,  301,43.68,  301,100.00,  300,99.66
2,Trnavskı kraj,203,Piešany,204,Piešany,581399,Banka,2, 1 853, 1 002,54.07, 1 002,100.00,  999,99.70
2,Trnavskı kraj,203,Piešany,204,Piešany,558354,Bašovce,1,  277,  169,61.01,  169,100.00,  168,99.40
2,Trnavskı kraj,203,Piešany,204,Piešany,506834,Borovce,1,  867,  450,51.90,  450,100.00,  447,99.33
2,Trnavskı kraj,203,Piešany,204,Piešany,506982,Dolnı Lopašov,1,  819,  411,50.18,  411,100.00,  410,99.75
