Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poèet okrskov 
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557919,Dulovo,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514713,Figa,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514730,Gemerèek,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514764,Gemerské Dechtáre,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557889,Gemerské Michalovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514781,Gemerskı Jablonec,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514799,Gortva,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514811,Hajnáèka,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,  8
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514837,Hodejov,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514845,Hodejovec,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514853,Horné Zahorany,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514861,Hostice,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514870,Hostišovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514888,Hrachovo,  2
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514926,Hrušovo,  2
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514934,Hubovo,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514942,Husiná,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514951,Chanava,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514969,Chrámec,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514985,Ivanice,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514993,Janice,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515001,Jesenské,  2
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515019,Jestice,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515027,Kaloša,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515035,Kesovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,  3
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515051,Kociha,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515060,Konrádovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515078,Krá¾,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515086,Kraskovo,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515094,Krokava,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515108,Kruno,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515116,Kyjatice,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515124,Lehota nad Rimavicou,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515132,Lenartovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515141,Lenka,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515167,Lipovec,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515175,Lukovištia,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515183,Martinová,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515205,Neporadza,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557790,Ninı Skálnik,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515230,Nová Bašta,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515248,Orávka,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515264,Oïany,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515272,Padarovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515281,Pavlovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515299,Petrovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515337,Poproè,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515345,Potok,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515353,Radnovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557854,Rakytník,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515388,Ratkovská Lehota,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515396,Ratkovská Suchá,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557765,Rieèka,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515426,Rimavská Baòa,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515442,Rimavská Seè,  2
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,  27
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515451,Rimavské Brezovo,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515469,Rimavské Janovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557811,Rimavské Zaluany,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515485,Rovné,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515493,Rumince,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515531,Slizké,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515540,Stará Bašta,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515566,Stránska,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515582,Studená,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515604,Sútor,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515621,Šimonovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515639,Širkovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515647,Španie Pole,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515655,Štrkovec,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515663,Tachty,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515671,Teplı Vrch,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515680,Tisovec,  5
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515698,Tomášovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515701,Uzovská Panica,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515795,Valice,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515710,Vèelince,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515728,Veèelkov,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515736,Ve¾ké Teriakovce,  2
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515744,Ve¾kı Blh,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515752,Vieska nad Blhom,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515779,Vlkyòa,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557901,Vyšné Valice,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515809,Vyšnı Skálnik,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515817,Zádor,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557927,Zacharovce,  1
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515841,íp,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515868,Balog nad Ip¾om,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515876,Bátorová,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515884,Brusník,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515892,Bušince,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515906,Èebovce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515914,Èeláre,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515922,Èelovce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515931,Èerveòany,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515949,Daèov Lom,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515957,Dolinka,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515965,Dolná Strehová,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515973,Dolné Plachtince,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515981,Dolné Strháre,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515990,Ïurkovce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516007,Glabušovce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516015,Horná Strehová,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516023,Horné Plachtince,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516031,Horné Strháre,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516040,Hrušov,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516058,Chrastince,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516066,Chrany,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516074,Ipe¾ské Predmostie,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516082,Kamenné Kosihy,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516091,Kiarov,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516104,Kleòany,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516112,Koláre,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516121,Kosihovce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516139,Kosihy nad Ip¾om,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516147,Kováèovce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516155,Lesenice,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516163,¼uborieèka,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516171,Malá Èalomija,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,558206,Malé Straciny,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516198,Malé Zlievce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,558192,Malı Krtíš,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516210,Modrı Kameò,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516228,Mu¾a,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516236,Nenince,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516244,Nová Ves,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516252,Obeckov,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516261,Olováry,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516279,Opatovská Nová Ves,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516287,Opava,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516295,Pôtor,  2
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516309,Pravica,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516317,Príbelce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516333,Seèianky,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516341,Se¾any,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516368,Senné,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516376,Sklabiná,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516384,Slovenské Ïarmoty,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516392,Slovenské K¾aèany,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516406,Stredné Plachtince,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516414,Sucháò,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516422,Suché Brezovo,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516431,Širákov,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516449,Šu¾a,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516457,Trebušovce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516465,Ve¾ká Èalomija,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516473,Ve¾ká Ves nad Ip¾om,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,558214,Ve¾ké Straciny,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516490,Ve¾ké Zlievce,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,515850,Ve¾kı Krtíš,  12
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516503,Ve¾kı Lom,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516511,Vieska,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516520,Vinica,  2
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516538,Vrbovka,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516546,Záhorce,  2
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516554,Závada,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516562,Zombor,  1
6,Banskobystrickı kraj,605,Ve¾kı Krtíš,610,Ve¾kı Krtíš,516571,elovce,  1
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518263,Detva,  15
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518271,Detvianska Huta,  3
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518379,Dúbravy,  3
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518450,Hornı Tisovník,  1
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518468,Hriòová,  10
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518492,Klokoè,  1
6,Banskobystrickı kraj,606,Zvolen,604,Detva,580520,Korytárky,  1
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518549,Kriváò,  2
6,Banskobystrickı kraj,606,Zvolen,604,Detva,511510,Látky,  2
6,Banskobystrickı kraj,606,Zvolen,604,Detva,511731,Podkriváò,  2
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518794,Slatinské Lazy,  1
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518816,Stará Huta,  1
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518824,Stook,  1
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518921,Víg¾aš,  2
6,Banskobystrickı kraj,606,Zvolen,604,Detva,518930,Víg¾ašská Huta - Kalinka,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518212,Bzovík,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518239,Cerovo,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518247,Èabradskı Vrbovok,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518255,Èekovce,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518280,Devièie,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518301,Dolné Mladonice,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518310,Dolnı Badín,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518336,Domaníky,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518344,Dráovce,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518352,Drienovo,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518387,Dudince,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518409,Hontianske Moravce,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518417,Hontianske Nemce,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518425,Hontianske Tesáre,  4
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518433,Horné Mladonice,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518441,Hornı Badín,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518484,Jalšovík,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518514,Kozí Vrbovok,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518531,Krá¾ovce - Krnišov,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518557,Krupina,  6
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518565,Lackov,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518573,Ladzany,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518603,Lišov,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518611,Litava,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518646,Medovarce,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518701,Rykynèice,  2
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518735,Sebechleby,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518743,Selce,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518751,Senohrad,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518832,Sudince,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518841,Súdovce,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518867,Terany,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518883,Trpín,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518905,Uòatín,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518956,Zemiansky Vrbovok,  1
6,Banskobystrickı kraj,606,Zvolen,605,Krupina,518999,ibritov,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518166,Babiná,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518174,Bacúrov,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518191,Breziny,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518204,Budèa,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518221,Bzovská Lehôtka,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518298,Dobrá Niva,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518361,Dubové,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518476,Hronská Breznica,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518506,Kováèová,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518581,Leš (vojenskı obvod),  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,558133,Lieskovec,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,558087,Lukavica,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518654,Michalková,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518662,Oèová,  3
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518671,Ostrá Lúka,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518689,Pliešovce,  3
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518697,Podzámèok,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518727,Sása,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518760,Sielnica,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518808,Sliaè,  7
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518875,Tànie,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518891,Turová,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,581585,Ve¾ká Lúka,  1
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518158,Zvolen,  40
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518972,Zvolenská Slatina,  2
6,Banskobystrickı kraj,606,Zvolen,611,Zvolen,518981,elezná Breznica,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516601,Baïan,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516627,Banská Belá,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516643,Banská Štiavnica,  10
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516651,Banskı Studenec,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516678,Beluj,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516716,Dekıš,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516856,Ilija,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516953,Kozelník,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,517071,Moèiar,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,517160,Poèúvadlo,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,517143,Podhorie,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,517178,Prenèov,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,516597,Svätı Anton,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,517283,Štiavnické Bane,  1
6,Banskobystrickı kraj,607,iar nad Hronom,602,Banská Štiavnica,517372,Vysoká,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,581607,Brehy,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,516759,Hodruša - Hámre,  3
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,516805,Horné Hámre,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,516813,Hrabièov,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,516830,Hronskı Beòadik,  2
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,516902,K¾ak,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517062,Malá Lehota,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517097,Nová Baòa,  6
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,580546,Orovnica,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517119,Ostrı Grúò,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517127,Píla,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517232,Rudno nad Hronom,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517291,Tekovská Breznica,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517330,Ve¾ká Lehota,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517348,Ve¾ké Pole,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517356,Voznica,  1
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517381,arnovica,  8
6,Banskobystrickı kraj,607,iar nad Hronom,612,arnovica,517399,upkov,  1
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,516660,Bartošova Lehôtka,  1
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,516708,Bzenica,  1
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,516724,Dolná Trnávka,  1
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,516732,Dolná Ves,  1
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,516741,Dolná daòa,  1
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,516767,Hliník nad Hronom,  2
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,581747,Horná Ves,  1
6,Banskobystrickı kraj,607,iar nad Hronom,613,iar nad Hronom,516791,Horná daòa,  1
