Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506508,Soblahov,1,Zuzana,Èaputová,  504,57.99
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506508,Soblahov,2,Maroš,Šefèoviè,  365,42.00
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506532,Svinná,1,Zuzana,Èaputová,  329,53.67
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506532,Svinná,2,Maroš,Šefèoviè,  284,46.32
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506541,Štvrtok,1,Zuzana,Èaputová,  121,66.12
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506541,Štvrtok,2,Maroš,Šefèoviè,  62,33.87
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506559,Trenèianska Teplá,1,Zuzana,Èaputová,  803,52.86
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506559,Trenèianska Teplá,2,Maroš,Šefèoviè,  716,47.13
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506567,Trenèianska Turná,1,Zuzana,Èaputová,  889,60.43
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506567,Trenèianska Turná,2,Maroš,Šefèoviè,  582,39.56
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506591,Trenèianske Jastrabie,1,Zuzana,Èaputová,  226,46.31
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506591,Trenèianske Jastrabie,2,Maroš,Šefèoviè,  262,53.68
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506605,Trenèianske Mitice,1,Zuzana,Èaputová,  160,55.17
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506605,Trenèianske Mitice,2,Maroš,Šefèoviè,  130,44.82
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,545741,Trenèianske Stankovce,1,Zuzana,Èaputová,  695,54.63
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,545741,Trenèianske Stankovce,2,Maroš,Šefèoviè,  577,45.36
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506613,Trenèianske Teplice,1,Zuzana,Èaputová, 1 173,59.18
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506613,Trenèianske Teplice,2,Maroš,Šefèoviè,  809,40.81
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505820,Trenèín,1,Zuzana,Èaputová, 14 568,63.68
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505820,Trenèín,2,Maroš,Šefèoviè, 8 307,36.31
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506648,Ve¾ká Hradná,1,Zuzana,Èaputová,  182,57.59
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506648,Ve¾ká Hradná,2,Maroš,Šefèoviè,  134,42.40
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506656,Ve¾ké Bierovce,1,Zuzana,Èaputová,  191,60.06
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506656,Ve¾ké Bierovce,2,Maroš,Šefèoviè,  127,39.93
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,556475,Zamarovce,1,Zuzana,Èaputová,  276,57.62
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,556475,Zamarovce,2,Maroš,Šefèoviè,  203,42.37
4,Nitriansky kraj,401,Komárno,401,Komárno,501034,Bajè,1,Zuzana,Èaputová,  252,76.13
4,Nitriansky kraj,401,Komárno,401,Komárno,501034,Bajè,2,Maroš,Šefèoviè,  79,23.86
4,Nitriansky kraj,401,Komárno,401,Komárno,501395,Bátorove Kosihy,1,Zuzana,Èaputová,  293,71.46
4,Nitriansky kraj,401,Komárno,401,Komárno,501395,Bátorove Kosihy,2,Maroš,Šefèoviè,  117,28.53
4,Nitriansky kraj,401,Komárno,401,Komárno,501042,Bodza,1,Zuzana,Èaputová,  58,85.29
4,Nitriansky kraj,401,Komárno,401,Komárno,501042,Bodza,2,Maroš,Šefèoviè,  10,14.70
4,Nitriansky kraj,401,Komárno,401,Komárno,555819,Bodzianske Lúky,1,Zuzana,Èaputová,  42,87.50
4,Nitriansky kraj,401,Komárno,401,Komárno,555819,Bodzianske Lúky,2,Maroš,Šefèoviè,  6,12.50
4,Nitriansky kraj,401,Komárno,401,Komárno,501069,Brestovec,1,Zuzana,Èaputová,  89,79.46
4,Nitriansky kraj,401,Komárno,401,Komárno,501069,Brestovec,2,Maroš,Šefèoviè,  23,20.53
4,Nitriansky kraj,401,Komárno,401,Komárno,501077,Búè,1,Zuzana,Èaputová,  106,75.17
4,Nitriansky kraj,401,Komárno,401,Komárno,501077,Búè,2,Maroš,Šefèoviè,  35,24.82
4,Nitriansky kraj,401,Komárno,401,Komárno,501085,Èalovec,1,Zuzana,Èaputová,  134,62.03
4,Nitriansky kraj,401,Komárno,401,Komárno,501085,Èalovec,2,Maroš,Šefèoviè,  82,37.96
4,Nitriansky kraj,401,Komárno,401,Komárno,501093,Èíèov,1,Zuzana,Èaputová,  174,84.46
4,Nitriansky kraj,401,Komárno,401,Komárno,501093,Èíèov,2,Maroš,Šefèoviè,  32,15.53
4,Nitriansky kraj,401,Komárno,401,Komárno,501107,Dedina Mládee,1,Zuzana,Èaputová,  60,54.54
4,Nitriansky kraj,401,Komárno,401,Komárno,501107,Dedina Mládee,2,Maroš,Šefèoviè,  50,45.45
4,Nitriansky kraj,401,Komárno,401,Komárno,501123,Dulovce,1,Zuzana,Èaputová,  200,47.39
4,Nitriansky kraj,401,Komárno,401,Komárno,501123,Dulovce,2,Maroš,Šefèoviè,  222,52.60
4,Nitriansky kraj,401,Komárno,401,Komárno,580911,Holiare,1,Zuzana,Èaputová,  57,74.02
4,Nitriansky kraj,401,Komárno,401,Komárno,580911,Holiare,2,Maroš,Šefèoviè,  20,25.97
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,1,Zuzana,Èaputová, 1 384,69.86
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,2,Maroš,Šefèoviè,  597,30.13
4,Nitriansky kraj,401,Komárno,401,Komárno,501158,Chotín,1,Zuzana,Èaputová,  185,71.42
4,Nitriansky kraj,401,Komárno,401,Komárno,501158,Chotín,2,Maroš,Šefèoviè,  74,28.57
4,Nitriansky kraj,401,Komárno,401,Komárno,501166,Ime¾,1,Zuzana,Èaputová,  405,79.56
4,Nitriansky kraj,401,Komárno,401,Komárno,501166,Ime¾,2,Maroš,Šefèoviè,  104,20.43
4,Nitriansky kraj,401,Komárno,401,Komárno,501174,Ia,1,Zuzana,Èaputová,  231,67.94
4,Nitriansky kraj,401,Komárno,401,Komárno,501174,Ia,2,Maroš,Šefèoviè,  109,32.05
4,Nitriansky kraj,401,Komárno,401,Komárno,501182,Kamenièná,1,Zuzana,Èaputová,  233,73.04
4,Nitriansky kraj,401,Komárno,401,Komárno,501182,Kamenièná,2,Maroš,Šefèoviè,  86,26.95
4,Nitriansky kraj,401,Komárno,401,Komárno,501191,Klíska Nemá,1,Zuzana,Èaputová,  62,83.78
4,Nitriansky kraj,401,Komárno,401,Komárno,501191,Klíska Nemá,2,Maroš,Šefèoviè,  12,16.21
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,1,Zuzana,Èaputová, 1 502,81.67
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,2,Maroš,Šefèoviè,  337,18.32
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,1,Zuzana,Èaputová, 5 719,72.44
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,2,Maroš,Šefèoviè, 2 175,27.55
4,Nitriansky kraj,401,Komárno,401,Komárno,501212,Kravany nad Dunajom,1,Zuzana,Èaputová,  108,81.20
4,Nitriansky kraj,401,Komárno,401,Komárno,501212,Kravany nad Dunajom,2,Maroš,Šefèoviè,  25,18.79
4,Nitriansky kraj,401,Komárno,401,Komárno,501221,Lipové,1,Zuzana,Èaputová,  64,78.04
4,Nitriansky kraj,401,Komárno,401,Komárno,501221,Lipové,2,Maroš,Šefèoviè,  18,21.95
4,Nitriansky kraj,401,Komárno,401,Komárno,501239,Marcelová,1,Zuzana,Èaputová,  291,69.95
4,Nitriansky kraj,401,Komárno,401,Komárno,501239,Marcelová,2,Maroš,Šefèoviè,  125,30.04
4,Nitriansky kraj,401,Komárno,401,Komárno,501247,Martovce,1,Zuzana,Èaputová,  65,76.47
4,Nitriansky kraj,401,Komárno,401,Komárno,501247,Martovce,2,Maroš,Šefèoviè,  20,23.52
4,Nitriansky kraj,401,Komárno,401,Komárno,501255,Moèa,1,Zuzana,Èaputová,  106,70.66
4,Nitriansky kraj,401,Komárno,401,Komárno,501255,Moèa,2,Maroš,Šefèoviè,  44,29.33
4,Nitriansky kraj,401,Komárno,401,Komárno,501263,Modrany,1,Zuzana,Èaputová,  80,74.76
4,Nitriansky kraj,401,Komárno,401,Komárno,501263,Modrany,2,Maroš,Šefèoviè,  27,25.23
4,Nitriansky kraj,401,Komárno,401,Komárno,501271,Mudroòovo,1,Zuzana,Èaputová,  14,43.75
4,Nitriansky kraj,401,Komárno,401,Komárno,501271,Mudroòovo,2,Maroš,Šefèoviè,  18,56.25
4,Nitriansky kraj,401,Komárno,401,Komárno,501280,Nesvady,1,Zuzana,Èaputová,  747,78.88
4,Nitriansky kraj,401,Komárno,401,Komárno,501280,Nesvady,2,Maroš,Šefèoviè,  200,21.11
4,Nitriansky kraj,401,Komárno,401,Komárno,501301,Okolièná na Ostrove,1,Zuzana,Èaputová,  135,77.14
4,Nitriansky kraj,401,Komárno,401,Komárno,501301,Okolièná na Ostrove,2,Maroš,Šefèoviè,  40,22.85
4,Nitriansky kraj,401,Komárno,401,Komárno,501310,Patince,1,Zuzana,Èaputová,  106,77.94
4,Nitriansky kraj,401,Komárno,401,Komárno,501310,Patince,2,Maroš,Šefèoviè,  30,22.05
4,Nitriansky kraj,401,Komárno,401,Komárno,501328,Pribeta,1,Zuzana,Èaputová,  439,77.97
4,Nitriansky kraj,401,Komárno,401,Komárno,501328,Pribeta,2,Maroš,Šefèoviè,  124,22.02
4,Nitriansky kraj,401,Komárno,401,Komárno,501336,Radvaò nad Dunajom,1,Zuzana,Èaputová,  95,79.83
4,Nitriansky kraj,401,Komárno,401,Komárno,501336,Radvaò nad Dunajom,2,Maroš,Šefèoviè,  24,20.16
4,Nitriansky kraj,401,Komárno,401,Komárno,501344,Sokolce,1,Zuzana,Èaputová,  164,83.67
4,Nitriansky kraj,401,Komárno,401,Komárno,501344,Sokolce,2,Maroš,Šefèoviè,  32,16.32
4,Nitriansky kraj,401,Komárno,401,Komárno,501115,Svätı Peter,1,Zuzana,Èaputová,  370,63.24
4,Nitriansky kraj,401,Komárno,401,Komárno,501115,Svätı Peter,2,Maroš,Šefèoviè,  215,36.75
4,Nitriansky kraj,401,Komárno,401,Komárno,501352,Šrobárová,1,Zuzana,Èaputová,  84,41.37
4,Nitriansky kraj,401,Komárno,401,Komárno,501352,Šrobárová,2,Maroš,Šefèoviè,  119,58.62
4,Nitriansky kraj,401,Komárno,401,Komárno,501361,Tôò,1,Zuzana,Èaputová,  93,63.69
4,Nitriansky kraj,401,Komárno,401,Komárno,501361,Tôò,2,Maroš,Šefèoviè,  53,36.30
4,Nitriansky kraj,401,Komárno,401,Komárno,501379,Trávnik,1,Zuzana,Èaputová,  80,75.47
4,Nitriansky kraj,401,Komárno,401,Komárno,501379,Trávnik,2,Maroš,Šefèoviè,  26,24.52
4,Nitriansky kraj,401,Komárno,401,Komárno,501387,Ve¾ké Kosihy,1,Zuzana,Èaputová,  135,81.32
4,Nitriansky kraj,401,Komárno,401,Komárno,501387,Ve¾ké Kosihy,2,Maroš,Šefèoviè,  31,18.67
4,Nitriansky kraj,401,Komárno,401,Komárno,555827,Virt,1,Zuzana,Èaputová,  58,69.04
4,Nitriansky kraj,401,Komárno,401,Komárno,555827,Virt,2,Maroš,Šefèoviè,  26,30.95
4,Nitriansky kraj,401,Komárno,401,Komárno,501409,Vrbová nad Váhom,1,Zuzana,Èaputová,  56,71.79
4,Nitriansky kraj,401,Komárno,401,Komárno,501409,Vrbová nad Váhom,2,Maroš,Šefèoviè,  22,28.20
4,Nitriansky kraj,401,Komárno,401,Komárno,501417,Zemianska Olèa,1,Zuzana,Èaputová,  257,80.06
4,Nitriansky kraj,401,Komárno,401,Komárno,501417,Zemianska Olèa,2,Maroš,Šefèoviè,  64,19.93
4,Nitriansky kraj,401,Komárno,401,Komárno,501425,Zlatná na Ostrove,1,Zuzana,Èaputová,  204,70.34
4,Nitriansky kraj,401,Komárno,401,Komárno,501425,Zlatná na Ostrove,2,Maroš,Šefèoviè,  86,29.65
4,Nitriansky kraj,402,Levice,402,Levice,502049,Bajka,1,Zuzana,Èaputová,  38,65.51
4,Nitriansky kraj,402,Levice,402,Levice,502049,Bajka,2,Maroš,Šefèoviè,  20,34.48
4,Nitriansky kraj,402,Levice,402,Levice,502057,Bátovce,1,Zuzana,Èaputová,  157,42.43
4,Nitriansky kraj,402,Levice,402,Levice,502057,Bátovce,2,Maroš,Šefèoviè,  213,57.56
4,Nitriansky kraj,402,Levice,402,Levice,502065,Beša,1,Zuzana,Èaputová,  101,64.74
4,Nitriansky kraj,402,Levice,402,Levice,502065,Beša,2,Maroš,Šefèoviè,  55,35.25
4,Nitriansky kraj,402,Levice,402,Levice,502073,Bielovce,1,Zuzana,Èaputová,  18,42.85
4,Nitriansky kraj,402,Levice,402,Levice,502073,Bielovce,2,Maroš,Šefèoviè,  24,57.14
4,Nitriansky kraj,402,Levice,402,Levice,580937,Bohunice,1,Zuzana,Èaputová,  36,47.36
4,Nitriansky kraj,402,Levice,402,Levice,580937,Bohunice,2,Maroš,Šefèoviè,  40,52.63
4,Nitriansky kraj,402,Levice,402,Levice,502090,Bory,1,Zuzana,Èaputová,  61,61.00
4,Nitriansky kraj,402,Levice,402,Levice,502090,Bory,2,Maroš,Šefèoviè,  39,39.00
4,Nitriansky kraj,402,Levice,402,Levice,502103,Brhlovce,1,Zuzana,Èaputová,  65,50.00
4,Nitriansky kraj,402,Levice,402,Levice,502103,Brhlovce,2,Maroš,Šefèoviè,  65,50.00
4,Nitriansky kraj,402,Levice,402,Levice,502111,Èajkov,1,Zuzana,Èaputová,  186,46.96
4,Nitriansky kraj,402,Levice,402,Levice,502111,Èajkov,2,Maroš,Šefèoviè,  210,53.03
4,Nitriansky kraj,402,Levice,402,Levice,502120,Èaka,1,Zuzana,Èaputová,  84,42.85
4,Nitriansky kraj,402,Levice,402,Levice,502120,Èaka,2,Maroš,Šefèoviè,  112,57.14
4,Nitriansky kraj,402,Levice,402,Levice,555843,Èata,1,Zuzana,Èaputová,  132,70.96
4,Nitriansky kraj,402,Levice,402,Levice,555843,Èata,2,Maroš,Šefèoviè,  54,29.03
4,Nitriansky kraj,402,Levice,402,Levice,502154,Demandice,1,Zuzana,Èaputová,  213,72.69
4,Nitriansky kraj,402,Levice,402,Levice,502154,Demandice,2,Maroš,Šefèoviè,  80,27.30
4,Nitriansky kraj,402,Levice,402,Levice,502162,Devièany,1,Zuzana,Èaputová,  73,48.99
4,Nitriansky kraj,402,Levice,402,Levice,502162,Devièany,2,Maroš,Šefèoviè,  76,51.00
4,Nitriansky kraj,402,Levice,402,Levice,502171,Dolná Seè,1,Zuzana,Èaputová,  116,72.50
4,Nitriansky kraj,402,Levice,402,Levice,502171,Dolná Seè,2,Maroš,Šefèoviè,  44,27.50
4,Nitriansky kraj,402,Levice,402,Levice,502189,Dolné Semerovce,1,Zuzana,Èaputová,  59,71.95
4,Nitriansky kraj,402,Levice,402,Levice,502189,Dolné Semerovce,2,Maroš,Šefèoviè,  23,28.04
4,Nitriansky kraj,402,Levice,402,Levice,502197,Dolnı Pial,1,Zuzana,Èaputová,  126,47.90
4,Nitriansky kraj,402,Levice,402,Levice,502197,Dolnı Pial,2,Maroš,Šefèoviè,  137,52.09
4,Nitriansky kraj,402,Levice,402,Levice,502201,Domadice,1,Zuzana,Èaputová,  48,47.52
4,Nitriansky kraj,402,Levice,402,Levice,502201,Domadice,2,Maroš,Šefèoviè,  53,52.47
4,Nitriansky kraj,402,Levice,402,Levice,502219,Drenice,1,Zuzana,Èaputová,  64,40.76
4,Nitriansky kraj,402,Levice,402,Levice,502219,Drenice,2,Maroš,Šefèoviè,  93,59.23
4,Nitriansky kraj,402,Levice,402,Levice,502227,Farná,1,Zuzana,Èaputová,  161,69.69
4,Nitriansky kraj,402,Levice,402,Levice,502227,Farná,2,Maroš,Šefèoviè,  70,30.30
4,Nitriansky kraj,402,Levice,402,Levice,502243,Hokovce,1,Zuzana,Èaputová,  80,56.33
4,Nitriansky kraj,402,Levice,402,Levice,502243,Hokovce,2,Maroš,Šefèoviè,  62,43.66
4,Nitriansky kraj,402,Levice,402,Levice,502251,Hontianska Vrbica,1,Zuzana,Èaputová,  76,59.37
4,Nitriansky kraj,402,Levice,402,Levice,502251,Hontianska Vrbica,2,Maroš,Šefèoviè,  52,40.62
4,Nitriansky kraj,402,Levice,402,Levice,545350,Hontianske Trsany,1,Zuzana,Èaputová,  49,42.60
4,Nitriansky kraj,402,Levice,402,Levice,545350,Hontianske Trsany,2,Maroš,Šefèoviè,  66,57.39
4,Nitriansky kraj,402,Levice,402,Levice,502260,Horná Seè,1,Zuzana,Èaputová,  187,72.48
4,Nitriansky kraj,402,Levice,402,Levice,502260,Horná Seè,2,Maroš,Šefèoviè,  71,27.51
4,Nitriansky kraj,402,Levice,402,Levice,502278,Horné Semerovce,1,Zuzana,Èaputová,  102,63.75
4,Nitriansky kraj,402,Levice,402,Levice,502278,Horné Semerovce,2,Maroš,Šefèoviè,  58,36.25
4,Nitriansky kraj,402,Levice,402,Levice,502286,Horné Turovce,1,Zuzana,Èaputová,  110,74.32
4,Nitriansky kraj,402,Levice,402,Levice,502286,Horné Turovce,2,Maroš,Šefèoviè,  38,25.67
4,Nitriansky kraj,402,Levice,402,Levice,502294,Hornı Pial,1,Zuzana,Èaputová,  48,62.33
4,Nitriansky kraj,402,Levice,402,Levice,502294,Hornı Pial,2,Maroš,Šefèoviè,  29,37.66
4,Nitriansky kraj,402,Levice,402,Levice,581895,Hrkovce,1,Zuzana,Èaputová,  61,70.11
4,Nitriansky kraj,402,Levice,402,Levice,581895,Hrkovce,2,Maroš,Šefèoviè,  26,29.88
4,Nitriansky kraj,402,Levice,402,Levice,502324,Hronovce,1,Zuzana,Èaputová,  199,61.41
4,Nitriansky kraj,402,Levice,402,Levice,502324,Hronovce,2,Maroš,Šefèoviè,  125,38.58
4,Nitriansky kraj,402,Levice,402,Levice,502332,Hronské K¾aèany,1,Zuzana,Èaputová,  304,51.00
4,Nitriansky kraj,402,Levice,402,Levice,502332,Hronské K¾aèany,2,Maroš,Šefèoviè,  292,48.99
4,Nitriansky kraj,402,Levice,402,Levice,502341,Hronské Kosihy,1,Zuzana,Èaputová,  134,56.30
4,Nitriansky kraj,402,Levice,402,Levice,502341,Hronské Kosihy,2,Maroš,Šefèoviè,  104,43.69
4,Nitriansky kraj,402,Levice,402,Levice,502359,Iòa,1,Zuzana,Èaputová,  42,46.66
4,Nitriansky kraj,402,Levice,402,Levice,502359,Iòa,2,Maroš,Šefèoviè,  48,53.33
4,Nitriansky kraj,402,Levice,402,Levice,502367,Ipe¾ské Ú¾any,1,Zuzana,Èaputová,  40,58.82
4,Nitriansky kraj,402,Levice,402,Levice,502367,Ipe¾ské Ú¾any,2,Maroš,Šefèoviè,  28,41.17
4,Nitriansky kraj,402,Levice,402,Levice,502375,Ipe¾skı Sokolec,1,Zuzana,Èaputová,  105,72.41
4,Nitriansky kraj,402,Levice,402,Levice,502375,Ipe¾skı Sokolec,2,Maroš,Šefèoviè,  40,27.58
4,Nitriansky kraj,402,Levice,402,Levice,502383,Jabloòovce,1,Zuzana,Èaputová,  32,39.50
4,Nitriansky kraj,402,Levice,402,Levice,502383,Jabloòovce,2,Maroš,Šefèoviè,  49,60.49
4,Nitriansky kraj,402,Levice,402,Levice,556777,Jesenské,1,Zuzana,Èaputová,  9,47.36
4,Nitriansky kraj,402,Levice,402,Levice,556777,Jesenské,2,Maroš,Šefèoviè,  10,52.63
4,Nitriansky kraj,402,Levice,402,Levice,502391,Jur nad Hronom,1,Zuzana,Èaputová,  216,67.50
4,Nitriansky kraj,402,Levice,402,Levice,502391,Jur nad Hronom,2,Maroš,Šefèoviè,  104,32.50
4,Nitriansky kraj,402,Levice,402,Levice,502413,Kalná nad Hronom,1,Zuzana,Èaputová,  438,70.53
4,Nitriansky kraj,402,Levice,402,Levice,502413,Kalná nad Hronom,2,Maroš,Šefèoviè,  183,29.46
4,Nitriansky kraj,402,Levice,402,Levice,502472,Ke,1,Zuzana,Èaputová,  106,81.53
4,Nitriansky kraj,402,Levice,402,Levice,502472,Ke,2,Maroš,Šefèoviè,  24,18.46
4,Nitriansky kraj,402,Levice,402,Levice,502421,Kozárovce,1,Zuzana,Èaputová,  304,39.27
4,Nitriansky kraj,402,Levice,402,Levice,502421,Kozárovce,2,Maroš,Šefèoviè,  470,60.72
4,Nitriansky kraj,402,Levice,402,Levice,502430,Krškany,1,Zuzana,Èaputová,  135,51.52
4,Nitriansky kraj,402,Levice,402,Levice,502430,Krškany,2,Maroš,Šefèoviè,  127,48.47
4,Nitriansky kraj,402,Levice,402,Levice,502448,Kubáòovo,1,Zuzana,Èaputová,  30,46.87
4,Nitriansky kraj,402,Levice,402,Levice,502448,Kubáòovo,2,Maroš,Šefèoviè,  34,53.12
4,Nitriansky kraj,402,Levice,402,Levice,502456,Kukuèínov,1,Zuzana,Èaputová,  69,59.48
4,Nitriansky kraj,402,Levice,402,Levice,502456,Kukuèínov,2,Maroš,Šefèoviè,  47,40.51
4,Nitriansky kraj,402,Levice,402,Levice,502464,Kura¾any,1,Zuzana,Èaputová,  85,44.27
4,Nitriansky kraj,402,Levice,402,Levice,502464,Kura¾any,2,Maroš,Šefèoviè,  107,55.72
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,1,Zuzana,Èaputová, 7 668,66.47
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,2,Maroš,Šefèoviè, 3 868,33.52
4,Nitriansky kraj,402,Levice,402,Levice,502481,Lok,1,Zuzana,Èaputová,  116,50.00
4,Nitriansky kraj,402,Levice,402,Levice,502481,Lok,2,Maroš,Šefèoviè,  116,50.00
4,Nitriansky kraj,402,Levice,402,Levice,502499,Lontov,1,Zuzana,Èaputová,  60,74.07
4,Nitriansky kraj,402,Levice,402,Levice,502499,Lontov,2,Maroš,Šefèoviè,  21,25.92
4,Nitriansky kraj,402,Levice,402,Levice,502502,Lula,1,Zuzana,Èaputová,  9,15.51
4,Nitriansky kraj,402,Levice,402,Levice,502502,Lula,2,Maroš,Šefèoviè,  49,84.48
4,Nitriansky kraj,402,Levice,402,Levice,502511,Málaš,1,Zuzana,Èaputová,  68,55.28
4,Nitriansky kraj,402,Levice,402,Levice,502511,Málaš,2,Maroš,Šefèoviè,  55,44.71
4,Nitriansky kraj,402,Levice,402,Levice,581135,Malé Kozmálovce,1,Zuzana,Èaputová,  48,39.66
4,Nitriansky kraj,402,Levice,402,Levice,581135,Malé Kozmálovce,2,Maroš,Šefèoviè,  73,60.33
4,Nitriansky kraj,402,Levice,402,Levice,502537,Malé Ludince,1,Zuzana,Èaputová,  21,70.00
4,Nitriansky kraj,402,Levice,402,Levice,502537,Malé Ludince,2,Maroš,Šefèoviè,  9,30.00
4,Nitriansky kraj,402,Levice,402,Levice,502570,Mıtne Ludany,1,Zuzana,Èaputová,  155,72.76
4,Nitriansky kraj,402,Levice,402,Levice,502570,Mıtne Ludany,2,Maroš,Šefèoviè,  58,27.23
4,Nitriansky kraj,402,Levice,402,Levice,502588,Nová Dedina,1,Zuzana,Èaputová,  282,46.76
4,Nitriansky kraj,402,Levice,402,Levice,502588,Nová Dedina,2,Maroš,Šefèoviè,  321,53.23
4,Nitriansky kraj,402,Levice,402,Levice,502596,Novı Tekov,1,Zuzana,Èaputová,  175,56.63
4,Nitriansky kraj,402,Levice,402,Levice,502596,Novı Tekov,2,Maroš,Šefèoviè,  134,43.36
4,Nitriansky kraj,402,Levice,402,Levice,502600,Nırovce,1,Zuzana,Èaputová,  62,48.43
4,Nitriansky kraj,402,Levice,402,Levice,502600,Nırovce,2,Maroš,Šefèoviè,  66,51.56
4,Nitriansky kraj,402,Levice,402,Levice,502618,Ondrejovce,1,Zuzana,Èaputová,  83,68.59
4,Nitriansky kraj,402,Levice,402,Levice,502618,Ondrejovce,2,Maroš,Šefèoviè,  38,31.40
4,Nitriansky kraj,402,Levice,402,Levice,502626,Pastovce,1,Zuzana,Èaputová,  53,67.94
4,Nitriansky kraj,402,Levice,402,Levice,502626,Pastovce,2,Maroš,Šefèoviè,  25,32.05
4,Nitriansky kraj,402,Levice,402,Levice,502634,Peèenice,1,Zuzana,Èaputová,  34,45.33
4,Nitriansky kraj,402,Levice,402,Levice,502634,Peèenice,2,Maroš,Šefèoviè,  41,54.66
4,Nitriansky kraj,402,Levice,402,Levice,502642,Plášovce,1,Zuzana,Èaputová,  240,63.49
4,Nitriansky kraj,402,Levice,402,Levice,502642,Plášovce,2,Maroš,Šefèoviè,  138,36.50
4,Nitriansky kraj,402,Levice,402,Levice,502651,Plavé Vozokany,1,Zuzana,Èaputová,  88,46.07
4,Nitriansky kraj,402,Levice,402,Levice,502651,Plavé Vozokany,2,Maroš,Šefèoviè,  103,53.92
4,Nitriansky kraj,402,Levice,402,Levice,502669,Podluany,1,Zuzana,Èaputová,  155,48.28
4,Nitriansky kraj,402,Levice,402,Levice,502669,Podluany,2,Maroš,Šefèoviè,  166,51.71
4,Nitriansky kraj,402,Levice,402,Levice,502677,Pohronskı Ruskov,1,Zuzana,Èaputová,  186,65.72
4,Nitriansky kraj,402,Levice,402,Levice,502677,Pohronskı Ruskov,2,Maroš,Šefèoviè,  97,34.27
4,Nitriansky kraj,402,Levice,402,Levice,502693,Pukanec,1,Zuzana,Èaputová,  317,49.76
4,Nitriansky kraj,402,Levice,402,Levice,502693,Pukanec,2,Maroš,Šefèoviè,  320,50.23
4,Nitriansky kraj,402,Levice,402,Levice,502707,Rybník,1,Zuzana,Èaputová,  277,46.24
4,Nitriansky kraj,402,Levice,402,Levice,502707,Rybník,2,Maroš,Šefèoviè,  322,53.75
4,Nitriansky kraj,402,Levice,402,Levice,502715,Santovka,1,Zuzana,Èaputová,  118,52.21
4,Nitriansky kraj,402,Levice,402,Levice,502715,Santovka,2,Maroš,Šefèoviè,  108,47.78
4,Nitriansky kraj,402,Levice,402,Levice,502723,Sazdice,1,Zuzana,Èaputová,  78,73.58
4,Nitriansky kraj,402,Levice,402,Levice,502723,Sazdice,2,Maroš,Šefèoviè,  28,26.41
4,Nitriansky kraj,402,Levice,402,Levice,502731,Sikenica,1,Zuzana,Èaputová,  67,72.82
4,Nitriansky kraj,402,Levice,402,Levice,502731,Sikenica,2,Maroš,Šefèoviè,  25,27.17
4,Nitriansky kraj,402,Levice,402,Levice,502740,Slatina,1,Zuzana,Èaputová,  40,68.96
4,Nitriansky kraj,402,Levice,402,Levice,502740,Slatina,2,Maroš,Šefèoviè,  18,31.03
4,Nitriansky kraj,402,Levice,402,Levice,502758,Starı Hrádok,1,Zuzana,Èaputová,  43,65.15
4,Nitriansky kraj,402,Levice,402,Levice,502758,Starı Hrádok,2,Maroš,Šefèoviè,  23,34.84
