Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %
1,Bratislavskı kraj,102,Malacky,106,Malacky,508233,Stupava,2,Maroš,Šefèoviè, 1 180,23.19
1,Bratislavskı kraj,102,Malacky,106,Malacky,508241,Suchohrad,1,Zuzana,Èaputová,  127,51.83
1,Bratislavskı kraj,102,Malacky,106,Malacky,508241,Suchohrad,2,Maroš,Šefèoviè,  118,48.16
1,Bratislavskı kraj,102,Malacky,106,Malacky,504947,Ve¾ké Leváre,1,Zuzana,Èaputová,  668,60.07
1,Bratislavskı kraj,102,Malacky,106,Malacky,504947,Ve¾ké Leváre,2,Maroš,Šefèoviè,  444,39.92
1,Bratislavskı kraj,102,Malacky,106,Malacky,508349,Vysoká pri Morave,1,Zuzana,Èaputová,  379,51.00
1,Bratislavskı kraj,102,Malacky,106,Malacky,508349,Vysoká pri Morave,2,Maroš,Šefèoviè,  364,48.99
1,Bratislavskı kraj,102,Malacky,106,Malacky,500267,Záhorie (vojenskı obvod),1,Zuzana,Èaputová,  30,68.18
1,Bratislavskı kraj,102,Malacky,106,Malacky,500267,Záhorie (vojenskı obvod),2,Maroš,Šefèoviè,  14,31.81
1,Bratislavskı kraj,102,Malacky,106,Malacky,508365,Záhorská Ves,1,Zuzana,Èaputová,  306,64.83
1,Bratislavskı kraj,102,Malacky,106,Malacky,508365,Záhorská Ves,2,Maroš,Šefèoviè,  166,35.16
1,Bratislavskı kraj,102,Malacky,106,Malacky,504980,Závod,1,Zuzana,Èaputová,  419,50.97
1,Bratislavskı kraj,102,Malacky,106,Malacky,504980,Závod,2,Maroš,Šefèoviè,  403,49.02
1,Bratislavskı kraj,102,Malacky,106,Malacky,508381,Zohor,1,Zuzana,Èaputová,  879,68.24
1,Bratislavskı kraj,102,Malacky,106,Malacky,508381,Zohor,2,Maroš,Šefèoviè,  409,31.75
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507806,Báhoò,1,Zuzana,Èaputová,  491,65.46
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507806,Báhoò,2,Maroš,Šefèoviè,  259,34.53
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507849,Budmerice,1,Zuzana,Èaputová,  592,65.41
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507849,Budmerice,2,Maroš,Šefèoviè,  313,34.58
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507857,Èastá,1,Zuzana,Èaputová,  606,66.30
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507857,Èastá,2,Maroš,Šefèoviè,  308,33.69
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507873,Do¾any,1,Zuzana,Èaputová,  328,64.82
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507873,Do¾any,2,Maroš,Šefèoviè,  178,35.17
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507881,Dubová,1,Zuzana,Èaputová,  280,57.37
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507881,Dubová,2,Maroš,Šefèoviè,  208,42.62
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507946,Jablonec,1,Zuzana,Èaputová,  208,58.10
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507946,Jablonec,2,Maroš,Šefèoviè,  150,41.89
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508047,Limbach,1,Zuzana,Èaputová,  796,77.88
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508047,Limbach,2,Maroš,Šefèoviè,  226,22.11
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508101,Modra,1,Zuzana,Èaputová, 3 040,72.48
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508101,Modra,2,Maroš,Šefèoviè, 1 154,27.51
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508179,Pezinok,1,Zuzana,Èaputová, 8 645,76.45
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508179,Pezinok,2,Maroš,Šefèoviè, 2 663,23.54
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508187,Píla,1,Zuzana,Èaputová,  139,73.54
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508187,Píla,2,Maroš,Šefèoviè,  50,26.45
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508225,Slovenskı Grob,1,Zuzana,Èaputová, 1 319,69.93
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508225,Slovenskı Grob,2,Maroš,Šefèoviè,  567,30.06
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507989,Svätı Jur,1,Zuzana,Èaputová, 1 813,71.54
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507989,Svätı Jur,2,Maroš,Šefèoviè,  721,28.45
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508250,Šenkvice,1,Zuzana,Èaputová, 1 311,59.75
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508250,Šenkvice,2,Maroš,Šefèoviè,  883,40.24
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508268,Štefanová,1,Zuzana,Èaputová,  104,68.42
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508268,Štefanová,2,Maroš,Šefèoviè,  48,31.57
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508306,Vinièné,1,Zuzana,Èaputová,  863,73.88
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508306,Vinièné,2,Maroš,Šefèoviè,  305,26.11
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508314,Vinosady,1,Zuzana,Èaputová,  545,83.07
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508314,Vinosady,2,Maroš,Šefèoviè,  111,16.92
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508322,Vištuk,1,Zuzana,Èaputová,  334,61.17
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508322,Vištuk,2,Maroš,Šefèoviè,  212,38.82
1,Bratislavskı kraj,104,Senec,108,Senec,507814,Bernolákovo,1,Zuzana,Èaputová, 2 362,72.92
1,Bratislavskı kraj,104,Senec,108,Senec,507814,Bernolákovo,2,Maroš,Šefèoviè,  877,27.07
1,Bratislavskı kraj,104,Senec,108,Senec,507822,Blatné,1,Zuzana,Èaputová,  402,54.84
1,Bratislavskı kraj,104,Senec,108,Senec,507822,Blatné,2,Maroš,Šefèoviè,  331,45.15
1,Bratislavskı kraj,104,Senec,108,Senec,503681,Boldog,1,Zuzana,Èaputová,  188,80.34
1,Bratislavskı kraj,104,Senec,108,Senec,503681,Boldog,2,Maroš,Šefèoviè,  46,19.65
1,Bratislavskı kraj,104,Senec,108,Senec,507865,Èataj,1,Zuzana,Èaputová,  323,60.26
1,Bratislavskı kraj,104,Senec,108,Senec,507865,Èataj,2,Maroš,Šefèoviè,  213,39.73
1,Bratislavskı kraj,104,Senec,108,Senec,545333,Dunajská Luná,1,Zuzana,Èaputová, 2 160,76.89
1,Bratislavskı kraj,104,Senec,108,Senec,545333,Dunajská Luná,2,Maroš,Šefèoviè,  649,23.10
1,Bratislavskı kraj,104,Senec,108,Senec,507903,Hamuliakovo,1,Zuzana,Èaputová,  805,80.74
1,Bratislavskı kraj,104,Senec,108,Senec,507903,Hamuliakovo,2,Maroš,Šefèoviè,  192,19.25
1,Bratislavskı kraj,104,Senec,108,Senec,503797,Hrubá Borša,1,Zuzana,Èaputová,  386,78.29
1,Bratislavskı kraj,104,Senec,108,Senec,503797,Hrubá Borša,2,Maroš,Šefèoviè,  107,21.70
1,Bratislavskı kraj,104,Senec,108,Senec,503801,Hrubı Šúr,1,Zuzana,Èaputová,  316,84.04
1,Bratislavskı kraj,104,Senec,108,Senec,503801,Hrubı Šúr,2,Maroš,Šefèoviè,  60,15.95
1,Bratislavskı kraj,104,Senec,108,Senec,503819,Hurbanova Ves,1,Zuzana,Èaputová,  112,58.33
1,Bratislavskı kraj,104,Senec,108,Senec,503819,Hurbanova Ves,2,Maroš,Šefèoviè,  80,41.66
1,Bratislavskı kraj,104,Senec,108,Senec,507911,Chorvátsky Grob,1,Zuzana,Èaputová, 2 251,78.81
1,Bratislavskı kraj,104,Senec,108,Senec,507911,Chorvátsky Grob,2,Maroš,Šefèoviè,  605,21.18
1,Bratislavskı kraj,104,Senec,108,Senec,555487,Igram,1,Zuzana,Èaputová,  146,68.22
1,Bratislavskı kraj,104,Senec,108,Senec,555487,Igram,2,Maroš,Šefèoviè,  68,31.77
1,Bratislavskı kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,1,Zuzana,Èaputová, 2 119,71.68
1,Bratislavskı kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,2,Maroš,Šefèoviè,  837,28.31
1,Bratislavskı kraj,104,Senec,108,Senec,507997,Kalinkovo,1,Zuzana,Èaputová,  477,75.71
1,Bratislavskı kraj,104,Senec,108,Senec,507997,Kalinkovo,2,Maroš,Šefèoviè,  153,24.28
1,Bratislavskı kraj,104,Senec,108,Senec,555495,Kaplna,1,Zuzana,Èaputová,  215,59.88
1,Bratislavskı kraj,104,Senec,108,Senec,555495,Kaplna,2,Maroš,Šefèoviè,  144,40.11
1,Bratislavskı kraj,104,Senec,108,Senec,503851,Kostolná pri Dunaji,1,Zuzana,Èaputová,  223,74.83
1,Bratislavskı kraj,104,Senec,108,Senec,503851,Kostolná pri Dunaji,2,Maroš,Šefèoviè,  75,25.16
1,Bratislavskı kraj,104,Senec,108,Senec,503894,Krá¾ová pri Senci,1,Zuzana,Èaputová,  605,68.13
1,Bratislavskı kraj,104,Senec,108,Senec,503894,Krá¾ová pri Senci,2,Maroš,Šefèoviè,  283,31.86
1,Bratislavskı kraj,104,Senec,108,Senec,508071,Malinovo,1,Zuzana,Èaputová, 1 331,84.29
1,Bratislavskı kraj,104,Senec,108,Senec,508071,Malinovo,2,Maroš,Šefèoviè,  248,15.70
1,Bratislavskı kraj,104,Senec,108,Senec,508098,Miloslavov,1,Zuzana,Èaputová, 1 180,78.04
1,Bratislavskı kraj,104,Senec,108,Senec,508098,Miloslavov,2,Maroš,Šefèoviè,  332,21.95
1,Bratislavskı kraj,104,Senec,108,Senec,508110,Most pri Bratislave,1,Zuzana,Èaputová, 1 007,72.23
1,Bratislavskı kraj,104,Senec,108,Senec,508110,Most pri Bratislave,2,Maroš,Šefèoviè,  387,27.76
1,Bratislavskı kraj,104,Senec,108,Senec,508136,Nová Dedinka,1,Zuzana,Èaputová,  914,79.82
1,Bratislavskı kraj,104,Senec,108,Senec,508136,Nová Dedinka,2,Maroš,Šefèoviè,  231,20.17
1,Bratislavskı kraj,104,Senec,108,Senec,582549,Novı Svet,1,Zuzana,Èaputová,  18,41.86
1,Bratislavskı kraj,104,Senec,108,Senec,582549,Novı Svet,2,Maroš,Šefèoviè,  25,58.13
1,Bratislavskı kraj,104,Senec,108,Senec,503983,Reca,1,Zuzana,Èaputová,  430,78.18
1,Bratislavskı kraj,104,Senec,108,Senec,503983,Reca,2,Maroš,Šefèoviè,  120,21.81
1,Bratislavskı kraj,104,Senec,108,Senec,508209,Rovinka,1,Zuzana,Èaputová, 1 408,77.83
1,Bratislavskı kraj,104,Senec,108,Senec,508209,Rovinka,2,Maroš,Šefèoviè,  401,22.16
1,Bratislavskı kraj,104,Senec,108,Senec,508217,Senec,1,Zuzana,Èaputová, 5 279,73.08
1,Bratislavskı kraj,104,Senec,108,Senec,508217,Senec,2,Maroš,Šefèoviè, 1 944,26.91
1,Bratislavskı kraj,104,Senec,108,Senec,508276,Tomášov,1,Zuzana,Èaputová,  923,83.45
1,Bratislavskı kraj,104,Senec,108,Senec,508276,Tomášov,2,Maroš,Šefèoviè,  183,16.54
1,Bratislavskı kraj,104,Senec,108,Senec,508284,Tureò,1,Zuzana,Èaputová,  398,86.14
1,Bratislavskı kraj,104,Senec,108,Senec,508284,Tureò,2,Maroš,Šefèoviè,  64,13.85
1,Bratislavskı kraj,104,Senec,108,Senec,508292,Ve¾kı Biel,1,Zuzana,Èaputová,  857,79.35
1,Bratislavskı kraj,104,Senec,108,Senec,508292,Ve¾kı Biel,2,Maroš,Šefèoviè,  223,20.64
1,Bratislavskı kraj,104,Senec,108,Senec,508331,Vlky,1,Zuzana,Èaputová,  148,88.09
1,Bratislavskı kraj,104,Senec,108,Senec,508331,Vlky,2,Maroš,Šefèoviè,  20,11.90
1,Bratislavskı kraj,104,Senec,108,Senec,555509,Zálesie,1,Zuzana,Èaputová,  745,77.60
1,Bratislavskı kraj,104,Senec,108,Senec,555509,Zálesie,2,Maroš,Šefèoviè,  215,22.39
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501441,Báè,1,Zuzana,Èaputová,  159,72.60
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501441,Báè,2,Maroš,Šefèoviè,  60,27.39
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501450,Baka,1,Zuzana,Èaputová,  272,92.51
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501450,Baka,2,Maroš,Šefèoviè,  22,7.48
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501468,Baloò,1,Zuzana,Èaputová,  136,89.47
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501468,Baloò,2,Maroš,Šefèoviè,  16,10.52
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555517,Bellova Ves,1,Zuzana,Èaputová,  85,74.56
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555517,Bellova Ves,2,Maroš,Šefèoviè,  29,25.43
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501484,Blahová,1,Zuzana,Èaputová,  89,73.55
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501484,Blahová,2,Maroš,Šefèoviè,  32,26.44
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501492,Blatná na Ostrove,1,Zuzana,Èaputová,  231,84.30
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501492,Blatná na Ostrove,2,Maroš,Šefèoviè,  43,15.69
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,503461,Bodíky,1,Zuzana,Èaputová,  148,83.61
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,503461,Bodíky,2,Maroš,Šefèoviè,  29,16.38
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Bohe¾ov,1,Zuzana,Èaputová,  61,73.49
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Bohe¾ov,2,Maroš,Šefèoviè,  22,26.50
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501514,Èakany,1,Zuzana,Èaputová,  212,90.59
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501514,Èakany,2,Maroš,Šefèoviè,  22,9.40
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,580554,Èenkovce,1,Zuzana,Èaputová,  310,89.85
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,580554,Èenkovce,2,Maroš,Šefèoviè,  35,10.14
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501531,Èiliská Radvaò,1,Zuzana,Èaputová,  149,89.75
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501531,Èiliská Radvaò,2,Maroš,Šefèoviè,  17,10.24
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501549,Dobrohoš,1,Zuzana,Èaputová,  174,86.13
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501549,Dobrohoš,2,Maroš,Šefèoviè,  28,13.86
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501557,Dolnı Bar,1,Zuzana,Èaputová,  133,82.09
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501557,Dolnı Bar,2,Maroš,Šefèoviè,  29,17.90
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501611,Dolnı Štál,1,Zuzana,Èaputová,  273,79.59
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501611,Dolnı Štál,2,Maroš,Šefèoviè,  70,20.40
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,1,Zuzana,Èaputová, 4 938,85.69
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,2,Maroš,Šefèoviè,  824,14.30
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555541,Dunajskı Klátov,1,Zuzana,Èaputová,  118,86.76
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555541,Dunajskı Klátov,2,Maroš,Šefèoviè,  18,13.23
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501573,Gabèíkovo,1,Zuzana,Èaputová,  879,81.76
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501573,Gabèíkovo,2,Maroš,Šefèoviè,  196,18.23
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501581,Holice,1,Zuzana,Èaputová,  396,81.31
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501581,Holice,2,Maroš,Šefèoviè,  91,18.68
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501590,Horná Potôò,1,Zuzana,Èaputová,  436,83.36
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501590,Horná Potôò,2,Maroš,Šefèoviè,  87,16.63
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mıto,1,Zuzana,Èaputová,  130,90.90
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mıto,2,Maroš,Šefèoviè,  13,9.09
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501603,Hornı Bar,1,Zuzana,Èaputová,  317,81.70
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501603,Hornı Bar,2,Maroš,Šefèoviè,  71,18.29
