Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poèet okrskov ,Poèet zapísanıch volièov,Poèet vydanıch obálok,"Úèas volièov v %",Poèet odovzdanıch obálok,Podiel odovzdanıch obálok v %,Poèet platnıch hlasov všetkıch kandidátov, Podiel platnıch hlasov všetkıch kandidátov v %
1,Bratislavskı kraj,102,Malacky,106,Malacky,507890,Gajary,2, 2 449,  826,33.72,  826,100.00,  810,98.06
1,Bratislavskı kraj,102,Malacky,106,Malacky,507954,Jablonové,1, 1 080,  560,51.85,  560,100.00,  553,98.75
1,Bratislavskı kraj,102,Malacky,106,Malacky,507962,Jakubov,1, 1 331,  584,43.87,  584,100.00,  578,98.97
1,Bratislavskı kraj,102,Malacky,106,Malacky,508012,Kostolište,1, 1 237,  600,48.50,  600,100.00,  587,97.83
1,Bratislavskı kraj,102,Malacky,106,Malacky,508021,Kuchyòa,1, 1 450,  624,43.03,  624,100.00,  610,97.75
1,Bratislavskı kraj,102,Malacky,106,Malacky,508039,Láb,1, 1 498,  747,49.86,  747,100.00,  731,97.85
1,Bratislavskı kraj,102,Malacky,106,Malacky,508055,Lozorno,2, 2 550, 1 159,45.45, 1 159,100.00, 1 137,98.10
1,Bratislavskı kraj,102,Malacky,106,Malacky,508063,Malacky,12, 15 211, 6 691,43.98, 6 687,99.94, 6 571,98.26
1,Bratislavskı kraj,102,Malacky,106,Malacky,504556,Malé Leváre,1, 1 122,  364,32.44,  364,100.00,  360,98.90
1,Bratislavskı kraj,102,Malacky,106,Malacky,508080,Marianka,1, 1 755, 1 056,60.17, 1 056,100.00, 1 043,98.76
1,Bratislavskı kraj,102,Malacky,106,Malacky,508161,Pernek,1,  732,  323,44.12,  323,100.00,  306,94.73
1,Bratislavskı kraj,102,Malacky,106,Malacky,504629,Plavecké Podhradie,1,  574,  298,51.91,  298,100.00,  295,98.99
1,Bratislavskı kraj,102,Malacky,106,Malacky,504637,Plaveckı Mikuláš,1,  635,  319,50.23,  319,100.00,  307,96.23
1,Bratislavskı kraj,102,Malacky,106,Malacky,508195,Plaveckı Štvrtok,2, 1 996,  803,40.23,  803,100.00,  793,98.75
1,Bratislavskı kraj,102,Malacky,106,Malacky,504769,Rohoník,3, 2 882, 1 167,40.49, 1 167,100.00, 1 128,96.65
1,Bratislavskı kraj,102,Malacky,106,Malacky,504858,Sološnica,1, 1 372,  672,48.97,  672,100.00,  660,98.21
1,Bratislavskı kraj,102,Malacky,106,Malacky,504874,Studienka,1, 1 427,  588,41.20,  588,100.00,  585,99.48
1,Bratislavskı kraj,102,Malacky,106,Malacky,508233,Stupava,8, 9 285, 5 156,55.53, 5 156,100.00, 5 087,98.66
1,Bratislavskı kraj,102,Malacky,106,Malacky,508241,Suchohrad,1,  594,  247,41.58,  247,100.00,  245,99.19
1,Bratislavskı kraj,102,Malacky,106,Malacky,504947,Ve¾ké Leváre,3, 3 030, 1 134,37.42, 1 134,100.00, 1 112,98.05
1,Bratislavskı kraj,102,Malacky,106,Malacky,508349,Vysoká pri Morave,2, 1 829,  752,41.11,  752,100.00,  743,98.80
1,Bratislavskı kraj,102,Malacky,106,Malacky,500267,Záhorie (vojenskı obvod),1,  144,  53,36.80,  53,100.00,  44,83.01
1,Bratislavskı kraj,102,Malacky,106,Malacky,508365,Záhorská Ves,1, 1 498,  476,31.77,  476,100.00,  472,99.15
1,Bratislavskı kraj,102,Malacky,106,Malacky,504980,Závod,2, 2 353,  829,35.23,  829,100.00,  822,99.15
1,Bratislavskı kraj,102,Malacky,106,Malacky,508381,Zohor,2, 2 711, 1 306,48.17, 1 306,100.00, 1 288,98.62
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507806,Báhoò,1, 1 530,  765,50.00,  765,100.00,  750,98.03
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507849,Budmerice,2, 1 944,  923,47.47,  923,100.00,  905,98.04
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507857,Èastá,2, 1 908,  926,48.53,  926,100.00,  914,98.70
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507873,Do¾any,1,  889,  522,58.71,  522,100.00,  506,96.93
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507881,Dubová,1,  926,  496,53.56,  496,100.00,  488,98.38
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507946,Jablonec,1,  797,  365,45.79,  365,100.00,  358,98.08
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508047,Limbach,2, 1 643, 1 029,62.62, 1 029,100.00, 1 022,99.31
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508101,Modra,7, 7 748, 4 256,54.93, 4 253,99.92, 4 194,98.61
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508179,Pezinok,18, 19 812, 11 464,57.86, 11 460,99.96, 11 308,98.67
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508187,Píla,1,  322,  190,59.00,  190,100.00,  189,99.47
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508225,Slovenskı Grob,3, 3 271, 1 907,58.30, 1 907,100.00, 1 886,98.89
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,507989,Svätı Jur,5, 4 721, 2 603,55.13, 2 600,99.88, 2 534,97.46
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508250,Šenkvice,4, 4 103, 2 237,54.52, 2 237,100.00, 2 194,98.07
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508268,Štefanová,1,  306,  153,50.00,  153,100.00,  152,99.34
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508306,Vinièné,2, 2 003, 1 185,59.16, 1 185,100.00, 1 168,98.56
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508314,Vinosady,1, 1 086,  660,60.77,  660,100.00,  656,99.39
1,Bratislavskı kraj,103,Pezinok,107,Pezinok,508322,Vištuk,1, 1 143,  562,49.16,  561,99.82,  546,97.32
1,Bratislavskı kraj,104,Senec,108,Senec,507814,Bernolákovo,6, 6 076, 3 283,54.03, 3 283,100.00, 3 239,98.65
1,Bratislavskı kraj,104,Senec,108,Senec,507822,Blatné,1, 1 393,  743,53.33,  743,100.00,  733,98.65
1,Bratislavskı kraj,104,Senec,108,Senec,503681,Boldog,1,  403,  240,59.55,  240,100.00,  234,97.50
1,Bratislavskı kraj,104,Senec,108,Senec,507865,Èataj,1,  979,  546,55.77,  546,100.00,  536,98.16
1,Bratislavskı kraj,104,Senec,108,Senec,545333,Dunajská Luná,5, 5 092, 2 856,56.08, 2 853,99.89, 2 809,98.45
1,Bratislavskı kraj,104,Senec,108,Senec,507903,Hamuliakovo,1, 1 883, 1 009,53.58, 1 009,100.00,  997,98.81
1,Bratislavskı kraj,104,Senec,108,Senec,503797,Hrubá Borša,1,  839,  506,60.30,  505,99.80,  493,97.62
1,Bratislavskı kraj,104,Senec,108,Senec,503801,Hrubı Šúr,1,  761,  381,50.06,  381,100.00,  376,98.68
1,Bratislavskı kraj,104,Senec,108,Senec,503819,Hurbanova Ves,1,  324,  199,61.41,  199,100.00,  192,96.48
1,Bratislavskı kraj,104,Senec,108,Senec,507911,Chorvátsky Grob,4, 4 540, 2 868,63.17, 2 868,100.00, 2 856,99.58
1,Bratislavskı kraj,104,Senec,108,Senec,555487,Igram,1,  480,  222,46.25,  222,100.00,  214,96.39
1,Bratislavskı kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,4, 5 303, 3 040,57.32, 3 040,100.00, 2 956,97.23
1,Bratislavskı kraj,104,Senec,108,Senec,507997,Kalinkovo,1, 1 118,  644,57.60,  644,100.00,  630,97.82
1,Bratislavskı kraj,104,Senec,108,Senec,555495,Kaplna,1,  709,  365,51.48,  365,100.00,  359,98.35
1,Bratislavskı kraj,104,Senec,108,Senec,503851,Kostolná pri Dunaji,1,  557,  300,53.85,  300,100.00,  298,99.33
1,Bratislavskı kraj,104,Senec,108,Senec,503894,Krá¾ová pri Senci,1, 1 618,  911,56.30,  911,100.00,  888,97.47
1,Bratislavskı kraj,104,Senec,108,Senec,508071,Malinovo,2, 2 735, 1 605,58.68, 1 604,99.93, 1 579,98.44
1,Bratislavskı kraj,104,Senec,108,Senec,508098,Miloslavov,2, 2 333, 1 527,65.45, 1 527,100.00, 1 512,99.01
1,Bratislavskı kraj,104,Senec,108,Senec,508110,Most pri Bratislave,2, 2 639, 1 413,53.54, 1 413,100.00, 1 394,98.65
1,Bratislavskı kraj,104,Senec,108,Senec,508136,Nová Dedinka,2, 2 172, 1 174,54.05, 1 174,100.00, 1 145,97.52
1,Bratislavskı kraj,104,Senec,108,Senec,582549,Novı Svet,1,  85,  44,51.76,  44,100.00,  43,97.72
1,Bratislavskı kraj,104,Senec,108,Senec,503983,Reca,1, 1 274,  564,44.27,  564,100.00,  550,97.51
1,Bratislavskı kraj,104,Senec,108,Senec,508209,Rovinka,3, 3 285, 1 833,55.79, 1 833,100.00, 1 809,98.69
1,Bratislavskı kraj,104,Senec,108,Senec,508217,Senec,16, 15 289, 7 366,48.17, 7 366,100.00, 7 223,98.05
1,Bratislavskı kraj,104,Senec,108,Senec,508276,Tomášov,2, 2 135, 1 117,52.31, 1 117,100.00, 1 106,99.01
1,Bratislavskı kraj,104,Senec,108,Senec,508284,Tureò,1,  923,  470,50.92,  470,100.00,  462,98.29
1,Bratislavskı kraj,104,Senec,108,Senec,508292,Ve¾kı Biel,2, 2 213, 1 093,49.38, 1 091,99.81, 1 080,98.99
1,Bratislavskı kraj,104,Senec,108,Senec,508331,Vlky,1,  370,  171,46.21,  171,100.00,  168,98.24
1,Bratislavskı kraj,104,Senec,108,Senec,555509,Zálesie,2, 1 528,  980,64.13,  980,100.00,  960,97.95
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501441,Báè,1,  475,  221,46.52,  221,100.00,  219,99.09
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501450,Baka,1,  981,  297,30.27,  297,100.00,  294,98.98
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501468,Baloò,1,  620,  155,25.00,  155,100.00,  152,98.06
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,555517,Bellova Ves,1,  252,  116,46.03,  116,100.00,  114,98.27
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501484,Blahová,1,  311,  124,39.87,  124,100.00,  121,97.58
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501492,Blatná na Ostrove,1,  769,  276,35.89,  276,100.00,  274,99.27
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,503461,Bodíky,1,  311,  177,56.91,  177,100.00,  177,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Bohe¾ov,1,  294,  84,28.57,  84,100.00,  83,98.80
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501514,Èakany,1,  505,  235,46.53,  235,100.00,  234,99.57
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,580554,Èenkovce,2,  808,  345,42.69,  345,100.00,  345,100.00
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501531,Èiliská Radvaò,1,  987,  168,17.02,  168,100.00,  166,98.80
2,Trnavskı kraj,201,Dunajská Streda,201,Dunajská Streda,501549,Dobrohoš,1,  441,  204,46.25,  204,100.00,  202,99.01
