Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poèet okrskov ,Poèet zapísanıch volièov,Poèet vydanıch obálok,"Úèas volièov v %",Poèet odovzdanıch obálok,Podiel odovzdanıch obálok v %,Poèet platnıch hlasov všetkıch kandidátov, Podiel platnıch hlasov všetkıch kandidátov v %
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505854,Bobot,1,  628,  298,47.45,  298,100.00,  294,98.65
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505935,Dolná Poruba,1,  663,  238,35.89,  238,100.00,  235,98.73
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505943,Dolná Súèa,3, 2 451, 1 076,43.90, 1 076,100.00, 1 050,97.58
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505960,Drietoma,2, 1 893,  881,46.53,  881,100.00,  856,97.16
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505978,Dubodiel,1,  816,  438,53.67,  438,100.00,  435,99.31
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506010,Horná Súèa,6, 2 712, 1 182,43.58, 1 182,100.00, 1 155,97.71
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506028,Horòany,1,  354,  155,43.78,  155,100.00,  153,98.70
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506036,Horné Srnie,2, 2 226, 1 029,46.22, 1 029,100.00, 1 004,97.57
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506044,Hrabovka,1,  346,  204,58.95,  204,100.00,  195,95.58
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506087,Chocholná - Velèice,1, 1 411,  724,51.31,  723,99.86,  709,98.06
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506095,Ivanovce,1,  792,  418,52.77,  418,100.00,  409,97.84
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506133,Kostolná - Zárieèie,1,  563,  302,53.64,  302,100.00,  296,98.01
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506168,Krivosúd - Bodovka,1,  284,  174,61.26,  174,100.00,  172,98.85
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,545686,Melèice - Lieskové,1, 1 319,  696,52.76,  696,100.00,  683,98.13
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506231,Mníchova Lehota,1, 1 005,  491,48.85,  491,100.00,  475,96.74
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506273,Motešice,3,  642,  328,51.09,  328,100.00,  322,98.17
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506281,Nemšová,6, 5 148, 2 425,47.10, 2 424,99.95, 2 348,96.86
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506290,Neporadza,1,  674,  283,41.98,  283,100.00,  277,97.87
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506354,Omšenie,2, 1 588,  658,41.43,  658,100.00,  640,97.26
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506371,Opatovce,1,  336,  162,48.21,  162,100.00,  161,99.38
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,581348,Petrova Lehota,1,  169,  81,47.92,  81,100.00,  81,100.00
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506478,Selec,1,  832,  388,46.63,  388,100.00,  380,97.93
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,546682,Skalka nad Váhom,1,  928,  455,49.03,  455,100.00,  438,96.26
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506508,Soblahov,2, 1 863,  889,47.71,  889,100.00,  869,97.75
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506532,Svinná,1, 1 288,  624,48.44,  624,100.00,  613,98.23
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506541,Štvrtok,1,  318,  188,59.11,  188,100.00,  183,97.34
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506559,Trenèianska Teplá,4, 3 396, 1 552,45.70, 1 552,100.00, 1 519,97.87
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506567,Trenèianska Turná,4, 2 766, 1 508,54.51, 1 508,100.00, 1 471,97.54
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506591,Trenèianske Jastrabie,1, 1 032,  514,49.80,  514,100.00,  488,94.94
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506605,Trenèianske Mitice,1,  632,  298,47.15,  298,100.00,  290,97.31
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,545741,Trenèianske Stankovce,3, 2 723, 1 316,48.32, 1 316,100.00, 1 272,96.65
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506613,Trenèianske Teplice,4, 3 805, 2 030,53.35, 2 029,99.95, 1 982,97.68
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,505820,Trenèín,50, 46 046, 23 342,50.69, 23 341,99.99, 22 875,98.00
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506648,Ve¾ká Hradná,1,  585,  317,54.18,  317,100.00,  316,99.68
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,506656,Ve¾ké Bierovce,1,  552,  328,59.42,  328,100.00,  318,96.95
3,Trenèiansky kraj,305,Trenèín,309,Trenèín,556475,Zamarovce,1,  875,  487,55.65,  487,100.00,  479,98.35
4,Nitriansky kraj,401,Komárno,401,Komárno,501034,Bajè,3, 1 010,  333,32.97,  333,100.00,  331,99.39
4,Nitriansky kraj,401,Komárno,401,Komárno,501395,Bátorove Kosihy,3, 2 755,  420,15.24,  420,100.00,  410,97.61
4,Nitriansky kraj,401,Komárno,401,Komárno,501042,Bodza,1,  327,  71,21.71,  71,100.00,  68,95.77
4,Nitriansky kraj,401,Komárno,401,Komárno,555819,Bodzianske Lúky,1,  164,  49,29.87,  49,100.00,  48,97.95
4,Nitriansky kraj,401,Komárno,401,Komárno,501069,Brestovec,1,  408,  116,28.43,  116,100.00,  112,96.55
4,Nitriansky kraj,401,Komárno,401,Komárno,501077,Búè,1,  964,  142,14.73,  142,100.00,  141,99.29
4,Nitriansky kraj,401,Komárno,401,Komárno,501085,Èalovec,2,  943,  219,23.22,  219,100.00,  216,98.63
4,Nitriansky kraj,401,Komárno,401,Komárno,501093,Èíèov,1, 1 077,  206,19.12,  206,100.00,  206,100.00
4,Nitriansky kraj,401,Komárno,401,Komárno,501107,Dedina Mládee,1,  367,  110,29.97,  110,100.00,  110,100.00
4,Nitriansky kraj,401,Komárno,401,Komárno,501123,Dulovce,2, 1 383,  427,30.87,  427,100.00,  422,98.82
4,Nitriansky kraj,401,Komárno,401,Komárno,580911,Holiare,1,  396,  79,19.94,  79,100.00,  77,97.46
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,8, 6 197, 2 007,32.38, 2 007,100.00, 1 981,98.70
4,Nitriansky kraj,401,Komárno,401,Komárno,501158,Chotín,1, 1 174,  262,22.31,  262,100.00,  259,98.85
4,Nitriansky kraj,401,Komárno,401,Komárno,501166,Ime¾,2, 1 690,  513,30.35,  513,100.00,  509,99.22
