Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557757,Abovce,1,1,Zuzana,Èaputová,  28,43.75
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557757,Abovce,1,2,Maroš,Šefèoviè,  36,56.25
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514489,Babinec,1,1,Zuzana,Èaputová,  18,58.06
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514489,Babinec,1,2,Maroš,Šefèoviè,  13,41.93
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514501,Barca,1,1,Zuzana,Èaputová,  26,70.27
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514501,Barca,1,2,Maroš,Šefèoviè,  11,29.72
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514519,Bátka,1,1,Zuzana,Èaputová,  70,58.82
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514519,Bátka,1,2,Maroš,Šefèoviè,  49,41.17
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514535,Belín,1,1,Zuzana,Èaputová,  18,45.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514535,Belín,1,2,Maroš,Šefèoviè,  22,55.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514543,Blhovce,1,1,Zuzana,Èaputová,  47,72.30
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514543,Blhovce,1,2,Maroš,Šefèoviè,  18,27.69
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514551,Bottovo,1,1,Zuzana,Èaputová,  21,29.16
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514551,Bottovo,1,2,Maroš,Šefèoviè,  51,70.83
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514586,Budikovany,1,1,Zuzana,Èaputová,  5,15.62
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514586,Budikovany,1,2,Maroš,Šefèoviè,  27,84.37
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514594,Cakov,1,1,Zuzana,Èaputová,  39,97.50
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514594,Cakov,1,2,Maroš,Šefèoviè,  1,2.50
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514608,Èerenèany,1,1,Zuzana,Èaputová,  124,55.35
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514608,Èerenèany,1,2,Maroš,Šefèoviè,  100,44.64
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514616,Èierny Potok,1,1,Zuzana,Èaputová,  13,25.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514616,Èierny Potok,1,2,Maroš,Šefèoviè,  39,75.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514624,Èí,1,1,Zuzana,Èaputová,  72,50.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514624,Èí,1,2,Maroš,Šefèoviè,  72,50.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514632,Dolné Zahorany,1,1,Zuzana,Èaputová,  29,58.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514632,Dolné Zahorany,1,2,Maroš,Šefèoviè,  21,42.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514641,Draice,1,1,Zuzana,Èaputová,  34,66.66
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514641,Draice,1,2,Maroš,Šefèoviè,  17,33.33
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514659,Drienèany,1,1,Zuzana,Èaputová,  32,45.71
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514659,Drienèany,1,2,Maroš,Šefèoviè,  38,54.28
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514667,Dròa,1,1,Zuzana,Èaputová,  16,72.72
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514667,Dròa,1,2,Maroš,Šefèoviè,  6,27.27
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514683,Dubno,1,1,Zuzana,Èaputová,  25,60.97
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514683,Dubno,1,2,Maroš,Šefèoviè,  16,39.02
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514691,Dubovec,1,1,Zuzana,Èaputová,  35,74.46
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514691,Dubovec,1,2,Maroš,Šefèoviè,  12,25.53
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557919,Dulovo,1,1,Zuzana,Èaputová,  21,70.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557919,Dulovo,1,2,Maroš,Šefèoviè,  9,30.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514713,Figa,1,1,Zuzana,Èaputová,  25,54.34
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514713,Figa,1,2,Maroš,Šefèoviè,  21,45.65
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514730,Gemerèek,1,1,Zuzana,Èaputová,  15,65.21
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514730,Gemerèek,1,2,Maroš,Šefèoviè,  8,34.78
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514764,Gemerské Dechtáre,1,1,Zuzana,Èaputová,  43,66.15
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514764,Gemerské Dechtáre,1,2,Maroš,Šefèoviè,  22,33.84
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557889,Gemerské Michalovce,1,1,Zuzana,Èaputová,  21,91.30
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557889,Gemerské Michalovce,1,2,Maroš,Šefèoviè,  2,8.69
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514781,Gemerskı Jablonec,1,1,Zuzana,Èaputová,  60,68.18
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514781,Gemerskı Jablonec,1,2,Maroš,Šefèoviè,  28,31.81
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514799,Gortva,1,1,Zuzana,Èaputová,  41,83.67
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514799,Gortva,1,2,Maroš,Šefèoviè,  8,16.32
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514811,Hajnáèka,1,1,Zuzana,Èaputová,  78,58.64
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514811,Hajnáèka,1,2,Maroš,Šefèoviè,  55,41.35
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,1,1,Zuzana,Èaputová,  21,44.68
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,1,2,Maroš,Šefèoviè,  26,55.31
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,2,1,Zuzana,Èaputová,  44,41.12
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,2,2,Maroš,Šefèoviè,  63,58.87
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,3,1,Zuzana,Èaputová,  104,49.28
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,3,2,Maroš,Šefèoviè,  107,50.71
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,4,1,Zuzana,Èaputová,  178,49.44
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,4,2,Maroš,Šefèoviè,  182,50.55
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,5,1,Zuzana,Èaputová,  95,45.23
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,5,2,Maroš,Šefèoviè,  115,54.76
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,6,1,Zuzana,Èaputová,  160,54.79
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,6,2,Maroš,Šefèoviè,  132,45.20
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,7,1,Zuzana,Èaputová,  104,40.78
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,7,2,Maroš,Šefèoviè,  151,59.21
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,8,1,Zuzana,Èaputová,  21,46.66
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514829,Hnúša,8,2,Maroš,Šefèoviè,  24,53.33
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514837,Hodejov,1,1,Zuzana,Èaputová,  102,60.35
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514837,Hodejov,1,2,Maroš,Šefèoviè,  67,39.64
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514845,Hodejovec,1,1,Zuzana,Èaputová,  38,76.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514845,Hodejovec,1,2,Maroš,Šefèoviè,  12,24.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514853,Horné Zahorany,1,1,Zuzana,Èaputová,  20,38.46
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514853,Horné Zahorany,1,2,Maroš,Šefèoviè,  32,61.53
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514861,Hostice,1,1,Zuzana,Èaputová,  48,51.61
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514861,Hostice,1,2,Maroš,Šefèoviè,  45,48.38
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514870,Hostišovce,1,1,Zuzana,Èaputová,  9,20.45
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514870,Hostišovce,1,2,Maroš,Šefèoviè,  35,79.54
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514888,Hrachovo,1,1,Zuzana,Èaputová,  96,42.66
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514888,Hrachovo,1,2,Maroš,Šefèoviè,  129,57.33
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514888,Hrachovo,2,1,Zuzana,Èaputová,  12,48.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514888,Hrachovo,2,2,Maroš,Šefèoviè,  13,52.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514926,Hrušovo,1,1,Zuzana,Èaputová,  15,34.88
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514926,Hrušovo,1,2,Maroš,Šefèoviè,  28,65.11
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514926,Hrušovo,2,1,Zuzana,Èaputová,  8,23.52
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514926,Hrušovo,2,2,Maroš,Šefèoviè,  26,76.47
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514934,Hubovo,1,1,Zuzana,Èaputová,  22,75.86
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514934,Hubovo,1,2,Maroš,Šefèoviè,  7,24.13
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514942,Husiná,1,1,Zuzana,Èaputová,  44,74.57
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514942,Husiná,1,2,Maroš,Šefèoviè,  15,25.42
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514951,Chanava,1,1,Zuzana,Èaputová,  42,73.68
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514951,Chanava,1,2,Maroš,Šefèoviè,  15,26.31
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514969,Chrámec,1,1,Zuzana,Èaputová,  18,48.64
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514969,Chrámec,1,2,Maroš,Šefèoviè,  19,51.35
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514985,Ivanice,1,1,Zuzana,Èaputová,  23,50.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514985,Ivanice,1,2,Maroš,Šefèoviè,  23,50.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514993,Janice,1,1,Zuzana,Èaputová,  11,44.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514993,Janice,1,2,Maroš,Šefèoviè,  14,56.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515001,Jesenské,1,1,Zuzana,Èaputová,  72,57.60
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515001,Jesenské,1,2,Maroš,Šefèoviè,  53,42.40
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515001,Jesenské,2,1,Zuzana,Èaputová,  119,52.65
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515001,Jesenské,2,2,Maroš,Šefèoviè,  107,47.34
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515019,Jestice,1,1,Zuzana,Èaputová,  14,56.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515019,Jestice,1,2,Maroš,Šefèoviè,  11,44.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515027,Kaloša,1,1,Zuzana,Èaputová,  67,76.13
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515027,Kaloša,1,2,Maroš,Šefèoviè,  21,23.86
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515035,Kesovce,1,1,Zuzana,Èaputová,  49,92.45
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515035,Kesovce,1,2,Maroš,Šefèoviè,  4,7.54
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,1,1,Zuzana,Èaputová,  117,47.17
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,1,2,Maroš,Šefèoviè,  131,52.82
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,2,1,Zuzana,Èaputová,  104,42.62
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,2,2,Maroš,Šefèoviè,  140,57.37
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,3,1,Zuzana,Èaputová,  87,38.83
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515043,Klenovec,3,2,Maroš,Šefèoviè,  137,61.16
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515051,Kociha,1,1,Zuzana,Èaputová,  25,35.21
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515051,Kociha,1,2,Maroš,Šefèoviè,  46,64.78
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515060,Konrádovce,1,1,Zuzana,Èaputová,  24,77.41
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515060,Konrádovce,1,2,Maroš,Šefèoviè,  7,22.58
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515078,Krá¾,1,1,Zuzana,Èaputová,  74,51.38
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515078,Krá¾,1,2,Maroš,Šefèoviè,  70,48.61
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515086,Kraskovo,1,1,Zuzana,Èaputová,  20,52.63
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515086,Kraskovo,1,2,Maroš,Šefèoviè,  18,47.36
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515094,Krokava,1,1,Zuzana,Èaputová,  8,57.14
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515094,Krokava,1,2,Maroš,Šefèoviè,  6,42.85
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515108,Kruno,1,1,Zuzana,Èaputová,  45,40.90
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515108,Kruno,1,2,Maroš,Šefèoviè,  65,59.09
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515116,Kyjatice,1,1,Zuzana,Èaputová,  11,37.93
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515116,Kyjatice,1,2,Maroš,Šefèoviè,  18,62.06
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515124,Lehota nad Rimavicou,1,1,Zuzana,Èaputová,  30,31.91
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515124,Lehota nad Rimavicou,1,2,Maroš,Šefèoviè,  64,68.08
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515132,Lenartovce,1,1,Zuzana,Èaputová,  29,55.76
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515132,Lenartovce,1,2,Maroš,Šefèoviè,  23,44.23
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515141,Lenka,1,1,Zuzana,Èaputová,  72,76.59
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515141,Lenka,1,2,Maroš,Šefèoviè,  22,23.40
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515167,Lipovec,1,1,Zuzana,Èaputová,  18,78.26
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515167,Lipovec,1,2,Maroš,Šefèoviè,  5,21.73
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515175,Lukovištia,1,1,Zuzana,Èaputová,  19,29.23
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515175,Lukovištia,1,2,Maroš,Šefèoviè,  46,70.76
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515183,Martinová,1,1,Zuzana,Èaputová,  12,63.15
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515183,Martinová,1,2,Maroš,Šefèoviè,  7,36.84
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515205,Neporadza,1,1,Zuzana,Èaputová,  34,68.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515205,Neporadza,1,2,Maroš,Šefèoviè,  16,32.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557790,Ninı Skálnik,1,1,Zuzana,Èaputová,  30,53.57
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557790,Ninı Skálnik,1,2,Maroš,Šefèoviè,  26,46.42
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515230,Nová Bašta,1,1,Zuzana,Èaputová,  58,81.69
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515230,Nová Bašta,1,2,Maroš,Šefèoviè,  13,18.30
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515248,Orávka,1,1,Zuzana,Èaputová,  23,34.84
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515248,Orávka,1,2,Maroš,Šefèoviè,  43,65.15
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515264,Oïany,1,1,Zuzana,Èaputová,  231,60.94
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515264,Oïany,1,2,Maroš,Šefèoviè,  148,39.05
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515272,Padarovce,1,1,Zuzana,Èaputová,  28,66.66
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515272,Padarovce,1,2,Maroš,Šefèoviè,  14,33.33
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515281,Pavlovce,1,1,Zuzana,Èaputová,  22,51.16
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515281,Pavlovce,1,2,Maroš,Šefèoviè,  21,48.83
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515299,Petrovce,1,1,Zuzana,Èaputová,  31,65.95
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515299,Petrovce,1,2,Maroš,Šefèoviè,  16,34.04
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515337,Poproè,1,1,Zuzana,Èaputová,  5,38.46
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515337,Poproè,1,2,Maroš,Šefèoviè,  8,61.53
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515345,Potok,1,1,Zuzana,Èaputová,  6,24.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515345,Potok,1,2,Maroš,Šefèoviè,  19,76.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515353,Radnovce,1,1,Zuzana,Èaputová,  59,92.18
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515353,Radnovce,1,2,Maroš,Šefèoviè,  5,7.81
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557854,Rakytník,1,1,Zuzana,Èaputová,  39,60.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557854,Rakytník,1,2,Maroš,Šefèoviè,  26,40.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515388,Ratkovská Lehota,1,1,Zuzana,Èaputová,  7,24.13
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515388,Ratkovská Lehota,1,2,Maroš,Šefèoviè,  22,75.86
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515396,Ratkovská Suchá,1,1,Zuzana,Èaputová,  4,40.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515396,Ratkovská Suchá,1,2,Maroš,Šefèoviè,  6,60.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557765,Rieèka,1,1,Zuzana,Èaputová,  23,85.18
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,557765,Rieèka,1,2,Maroš,Šefèoviè,  4,14.81
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515426,Rimavská Baòa,1,1,Zuzana,Èaputová,  54,40.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515426,Rimavská Baòa,1,2,Maroš,Šefèoviè,  81,60.00
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515442,Rimavská Seè,1,1,Zuzana,Èaputová,  20,62.50
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515442,Rimavská Seè,1,2,Maroš,Šefèoviè,  12,37.50
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515442,Rimavská Seè,2,1,Zuzana,Èaputová,  39,67.24
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,515442,Rimavská Seè,2,2,Maroš,Šefèoviè,  19,32.75
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,1,1,Zuzana,Èaputová,  142,61.20
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,1,2,Maroš,Šefèoviè,  90,38.79
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,2,1,Zuzana,Èaputová,  103,69.59
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,2,2,Maroš,Šefèoviè,  45,30.40
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,3,1,Zuzana,Èaputová,  121,66.12
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,3,2,Maroš,Šefèoviè,  62,33.87
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,4,1,Zuzana,Èaputová,  197,73.78
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,4,2,Maroš,Šefèoviè,  70,26.21
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,5,1,Zuzana,Èaputová,  28,30.10
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,5,2,Maroš,Šefèoviè,  65,69.89
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,6,1,Zuzana,Èaputová,  160,64.25
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,6,2,Maroš,Šefèoviè,  89,35.74
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,7,1,Zuzana,Èaputová,  152,55.88
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,7,2,Maroš,Šefèoviè,  120,44.11
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,8,1,Zuzana,Èaputová,  246,67.76
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,8,2,Maroš,Šefèoviè,  117,32.23
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,9,1,Zuzana,Èaputová,  179,67.54
6,Banskobystrickı kraj,604,Rimavská Sobota,609,Rimavská Sobota,514462,Rimavská Sobota,9,2,Maroš,Šefèoviè,  86,32.45
