Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,21,2,Maroš,Šefèoviè,  232,65.72
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,22,1,Zuzana,Èaputová,  95,77.86
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,22,2,Maroš,Šefèoviè,  27,22.13
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,23,1,Zuzana,Èaputová,  154,44.50
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,23,2,Maroš,Šefèoviè,  192,55.49
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,24,1,Zuzana,Èaputová,  216,55.24
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,24,2,Maroš,Šefèoviè,  175,44.75
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,25,1,Zuzana,Èaputová,  249,56.97
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,25,2,Maroš,Šefèoviè,  188,43.02
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,26,1,Zuzana,Èaputová,  182,52.75
7,Prešovskı kraj,702,Humenné,702,Humenné,520004,Humenné,26,2,Maroš,Šefèoviè,  163,47.24
7,Prešovskı kraj,702,Humenné,702,Humenné,520268,Chlmec,1,1,Zuzana,Èaputová,  51,25.37
7,Prešovskı kraj,702,Humenné,702,Humenné,520268,Chlmec,1,2,Maroš,Šefèoviè,  150,74.62
7,Prešovskı kraj,702,Humenné,702,Humenné,520276,Jabloò,1,1,Zuzana,Èaputová,  55,50.92
7,Prešovskı kraj,702,Humenné,702,Humenné,520276,Jabloò,1,2,Maroš,Šefèoviè,  53,49.07
7,Prešovskı kraj,702,Humenné,702,Humenné,520292,Jankovce,1,1,Zuzana,Èaputová,  26,27.65
7,Prešovskı kraj,702,Humenné,702,Humenné,520292,Jankovce,1,2,Maroš,Šefèoviè,  68,72.34
7,Prešovskı kraj,702,Humenné,702,Humenné,559547,Jasenov,1,1,Zuzana,Èaputová,  173,38.96
7,Prešovskı kraj,702,Humenné,702,Humenné,559547,Jasenov,1,2,Maroš,Šefèoviè,  271,61.03
7,Prešovskı kraj,702,Humenné,702,Humenné,520331,Kamenica nad Cirochou,1,1,Zuzana,Èaputová,  222,33.38
7,Prešovskı kraj,702,Humenné,702,Humenné,520331,Kamenica nad Cirochou,1,2,Maroš,Šefèoviè,  443,66.61
7,Prešovskı kraj,702,Humenné,702,Humenné,520349,Kamienka,1,1,Zuzana,Èaputová,  67,42.13
7,Prešovskı kraj,702,Humenné,702,Humenné,520349,Kamienka,1,2,Maroš,Šefèoviè,  92,57.86
7,Prešovskı kraj,702,Humenné,702,Humenné,520357,Karná,1,1,Zuzana,Èaputová,  33,38.82
7,Prešovskı kraj,702,Humenné,702,Humenné,520357,Karná,1,2,Maroš,Šefèoviè,  52,61.17
7,Prešovskı kraj,702,Humenné,702,Humenné,520373,Kochanovce,1,1,Zuzana,Èaputová,  78,33.62
7,Prešovskı kraj,702,Humenné,702,Humenné,520373,Kochanovce,1,2,Maroš,Šefèoviè,  154,66.37
7,Prešovskı kraj,702,Humenné,702,Humenné,528803,Košarovce,1,1,Zuzana,Èaputová,  51,30.72
7,Prešovskı kraj,702,Humenné,702,Humenné,528803,Košarovce,1,2,Maroš,Šefèoviè,  115,69.27
7,Prešovskı kraj,702,Humenné,702,Humenné,520403,Koškovce,1,1,Zuzana,Èaputová,  65,41.40
7,Prešovskı kraj,702,Humenné,702,Humenné,520403,Koškovce,1,2,Maroš,Šefèoviè,  92,58.59
7,Prešovskı kraj,702,Humenné,702,Humenné,582140,Lackovce,1,1,Zuzana,Èaputová,  145,49.65
7,Prešovskı kraj,702,Humenné,702,Humenné,582140,Lackovce,1,2,Maroš,Šefèoviè,  147,50.34
7,Prešovskı kraj,702,Humenné,702,Humenné,520446,Lieskovec,1,1,Zuzana,Èaputová,  38,23.17
7,Prešovskı kraj,702,Humenné,702,Humenné,520446,Lieskovec,1,2,Maroš,Šefèoviè,  126,76.82
7,Prešovskı kraj,702,Humenné,702,Humenné,520454,¼ubiša,1,1,Zuzana,Èaputová,  133,54.50
7,Prešovskı kraj,702,Humenné,702,Humenné,520454,¼ubiša,1,2,Maroš,Šefèoviè,  111,45.49
7,Prešovskı kraj,702,Humenné,702,Humenné,520462,Lukaèovce,1,1,Zuzana,Èaputová,  39,26.53
7,Prešovskı kraj,702,Humenné,702,Humenné,520462,Lukaèovce,1,2,Maroš,Šefèoviè,  108,73.46
7,Prešovskı kraj,702,Humenné,702,Humenné,559652,Maškovce,1,1,Zuzana,Èaputová,  6,27.27
7,Prešovskı kraj,702,Humenné,702,Humenné,559652,Maškovce,1,2,Maroš,Šefèoviè,  16,72.72
7,Prešovskı kraj,702,Humenné,702,Humenné,520497,Modra nad Cirochou,1,1,Zuzana,Èaputová,  110,34.48
7,Prešovskı kraj,702,Humenné,702,Humenné,520497,Modra nad Cirochou,1,2,Maroš,Šefèoviè,  209,65.51
7,Prešovskı kraj,702,Humenné,702,Humenné,520501,Myslina,1,1,Zuzana,Èaputová,  78,50.98
7,Prešovskı kraj,702,Humenné,702,Humenné,520501,Myslina,1,2,Maroš,Šefèoviè,  75,49.01
7,Prešovskı kraj,702,Humenné,702,Humenné,520527,Nechválova  Polianka,1,1,Zuzana,Èaputová,  14,30.43
7,Prešovskı kraj,702,Humenné,702,Humenné,520527,Nechválova  Polianka,1,2,Maroš,Šefèoviè,  32,69.56
7,Prešovskı kraj,702,Humenné,702,Humenné,520535,Niná Jablonka,1,1,Zuzana,Èaputová,  10,21.27
7,Prešovskı kraj,702,Humenné,702,Humenné,520535,Niná Jablonka,1,2,Maroš,Šefèoviè,  37,78.72
7,Prešovskı kraj,702,Humenné,702,Humenné,528897,Niná Sitnica,1,1,Zuzana,Èaputová,  30,24.59
7,Prešovskı kraj,702,Humenné,702,Humenné,528897,Niná Sitnica,1,2,Maroš,Šefèoviè,  92,75.40
7,Prešovskı kraj,702,Humenné,702,Humenné,520543,Niné Ladièkovce,1,1,Zuzana,Èaputová,  46,43.39
7,Prešovskı kraj,702,Humenné,702,Humenné,520543,Niné Ladièkovce,1,2,Maroš,Šefèoviè,  60,56.60
7,Prešovskı kraj,702,Humenné,702,Humenné,520560,Ohradzany,1,1,Zuzana,Èaputová,  57,29.84
7,Prešovskı kraj,702,Humenné,702,Humenné,520560,Ohradzany,1,2,Maroš,Šefèoviè,  134,70.15
7,Prešovskı kraj,702,Humenné,702,Humenné,528951,Pakostov,1,1,Zuzana,Èaputová,  48,29.09
7,Prešovskı kraj,702,Humenné,702,Humenné,528951,Pakostov,1,2,Maroš,Šefèoviè,  117,70.90
7,Prešovskı kraj,702,Humenné,702,Humenné,520624,Papín,1,1,Zuzana,Èaputová,  94,31.02
7,Prešovskı kraj,702,Humenné,702,Humenné,520624,Papín,1,2,Maroš,Šefèoviè,  209,68.97
7,Prešovskı kraj,702,Humenné,702,Humenné,520667,Porúbka,1,1,Zuzana,Èaputová,  34,36.17
7,Prešovskı kraj,702,Humenné,702,Humenné,520667,Porúbka,1,2,Maroš,Šefèoviè,  60,63.82
7,Prešovskı kraj,702,Humenné,702,Humenné,529010,Pritu¾any,1,1,Zuzana,Èaputová,  7,28.00
7,Prešovskı kraj,702,Humenné,702,Humenné,529010,Pritu¾any,1,2,Maroš,Šefèoviè,  18,72.00
7,Prešovskı kraj,702,Humenné,702,Humenné,520683,Ptièie,1,1,Zuzana,Èaputová,  69,33.17
7,Prešovskı kraj,702,Humenné,702,Humenné,520683,Ptièie,1,2,Maroš,Šefèoviè,  139,66.82
7,Prešovskı kraj,702,Humenné,702,Humenné,529061,Rohoník,1,1,Zuzana,Èaputová,  6,23.07
7,Prešovskı kraj,702,Humenné,702,Humenné,529061,Rohoník,1,2,Maroš,Šefèoviè,  20,76.92
7,Prešovskı kraj,702,Humenné,702,Humenné,520250,Rokytov pri Humennom,1,1,Zuzana,Èaputová,  43,32.57
7,Prešovskı kraj,702,Humenné,702,Humenné,520250,Rokytov pri Humennom,1,2,Maroš,Šefèoviè,  89,67.42
7,Prešovskı kraj,702,Humenné,702,Humenné,520721,Rovné,1,1,Zuzana,Èaputová,  49,34.26
7,Prešovskı kraj,702,Humenné,702,Humenné,520721,Rovné,1,2,Maroš,Šefèoviè,  94,65.73
7,Prešovskı kraj,702,Humenné,702,Humenné,529087,Ruská Kajòa,1,1,Zuzana,Èaputová,  29,44.61
7,Prešovskı kraj,702,Humenné,702,Humenné,529087,Ruská Kajòa,1,2,Maroš,Šefèoviè,  36,55.38
7,Prešovskı kraj,702,Humenné,702,Humenné,529095,Ruská Poruba,1,1,Zuzana,Èaputová,  14,15.21
7,Prešovskı kraj,702,Humenné,702,Humenné,529095,Ruská Poruba,1,2,Maroš,Šefèoviè,  78,84.78
7,Prešovskı kraj,702,Humenné,702,Humenné,520772,Slovenská Volová,1,1,Zuzana,Èaputová,  35,30.70
7,Prešovskı kraj,702,Humenné,702,Humenné,520772,Slovenská Volová,1,2,Maroš,Šefèoviè,  79,69.29
7,Prešovskı kraj,702,Humenné,702,Humenné,520781,Slovenské Krivé,1,1,Zuzana,Èaputová,  27,54.00
7,Prešovskı kraj,702,Humenné,702,Humenné,520781,Slovenské Krivé,1,2,Maroš,Šefèoviè,  23,46.00
7,Prešovskı kraj,702,Humenné,702,Humenné,559636,Sopkovce,1,1,Zuzana,Èaputová,  11,31.42
7,Prešovskı kraj,702,Humenné,702,Humenné,559636,Sopkovce,1,2,Maroš,Šefèoviè,  24,68.57
7,Prešovskı kraj,702,Humenné,702,Humenné,520896,Topo¾ovka,1,1,Zuzana,Èaputová,  112,43.92
7,Prešovskı kraj,702,Humenné,702,Humenné,520896,Topo¾ovka,1,2,Maroš,Šefèoviè,  143,56.07
7,Prešovskı kraj,702,Humenné,702,Humenné,520900,Turcovce,1,1,Zuzana,Èaputová,  20,15.26
7,Prešovskı kraj,702,Humenné,702,Humenné,520900,Turcovce,1,2,Maroš,Šefèoviè,  111,84.73
7,Prešovskı kraj,702,Humenné,702,Humenné,520926,Udavské,1,1,Zuzana,Èaputová,  122,28.90
7,Prešovskı kraj,702,Humenné,702,Humenné,520926,Udavské,1,2,Maroš,Šefèoviè,  300,71.09
7,Prešovskı kraj,702,Humenné,702,Humenné,520977,Ve¾opolie,1,1,Zuzana,Èaputová,  58,45.66
7,Prešovskı kraj,702,Humenné,702,Humenné,520977,Ve¾opolie,1,2,Maroš,Šefèoviè,  69,54.33
7,Prešovskı kraj,702,Humenné,702,Humenné,520985,Víazovce,1,1,Zuzana,Èaputová,  38,39.17
7,Prešovskı kraj,702,Humenné,702,Humenné,520985,Víazovce,1,2,Maroš,Šefèoviè,  59,60.82
7,Prešovskı kraj,702,Humenné,702,Humenné,521019,Vyšná Jablonka,1,1,Zuzana,Èaputová,  9,16.98
7,Prešovskı kraj,702,Humenné,702,Humenné,521019,Vyšná Jablonka,1,2,Maroš,Šefèoviè,  44,83.01
7,Prešovskı kraj,702,Humenné,702,Humenné,529249,Vyšná Sitnica,1,1,Zuzana,Èaputová,  24,17.77
7,Prešovskı kraj,702,Humenné,702,Humenné,529249,Vyšná Sitnica,1,2,Maroš,Šefèoviè,  111,82.22
7,Prešovskı kraj,702,Humenné,702,Humenné,521027,Vyšné Ladièkovce,1,1,Zuzana,Èaputová,  22,31.88
7,Prešovskı kraj,702,Humenné,702,Humenné,521027,Vyšné Ladièkovce,1,2,Maroš,Šefèoviè,  47,68.11
7,Prešovskı kraj,702,Humenné,702,Humenné,521035,Vyšnı Hrušov,1,1,Zuzana,Èaputová,  48,39.02
7,Prešovskı kraj,702,Humenné,702,Humenné,521035,Vyšnı Hrušov,1,2,Maroš,Šefèoviè,  75,60.97
7,Prešovskı kraj,702,Humenné,702,Humenné,529273,Závada,1,1,Zuzana,Èaputová,  4,21.05
7,Prešovskı kraj,702,Humenné,702,Humenné,529273,Závada,1,2,Maroš,Šefèoviè,  15,78.94
7,Prešovskı kraj,702,Humenné,702,Humenné,521043,Závadka,1,1,Zuzana,Èaputová,  45,23.19
7,Prešovskı kraj,702,Humenné,702,Humenné,521043,Závadka,1,2,Maroš,Šefèoviè,  149,76.80
7,Prešovskı kraj,702,Humenné,702,Humenné,521086,Zbudské Dlhé,1,1,Zuzana,Èaputová,  53,38.12
7,Prešovskı kraj,702,Humenné,702,Humenné,521086,Zbudské Dlhé,1,2,Maroš,Šefèoviè,  86,61.87
7,Prešovskı kraj,702,Humenné,702,Humenné,521116,Zubné,1,1,Zuzana,Èaputová,  35,28.92
7,Prešovskı kraj,702,Humenné,702,Humenné,521116,Zubné,1,2,Maroš,Šefèoviè,  86,71.07
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520071,Brestov nad Laborcom,1,1,Zuzana,Èaputová,  20,52.63
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520071,Brestov nad Laborcom,1,2,Maroš,Šefèoviè,  18,47.36
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520098,Èabalovce,1,1,Zuzana,Èaputová,  19,35.84
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520098,Èabalovce,1,2,Maroš,Šefèoviè,  34,64.15
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520098,Èabalovce,2,1,Zuzana,Èaputová,  4,11.42
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520098,Èabalovce,2,2,Maroš,Šefèoviè,  31,88.57
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520101,Èabiny,1,1,Zuzana,Èaputová,  32,29.35
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520101,Èabiny,1,2,Maroš,Šefèoviè,  77,70.64
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520128,Èertiné,1,1,Zuzana,Èaputová,  27,20.61
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520128,Èertiné,1,2,Maroš,Šefèoviè,  104,79.38
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520187,Habura,1,1,Zuzana,Èaputová,  56,30.60
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520187,Habura,1,2,Maroš,Šefèoviè,  127,69.39
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520314,Kalinov,1,1,Zuzana,Èaputová,  33,38.37
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520314,Kalinov,1,2,Maroš,Šefèoviè,  53,61.62
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520411,Krásny Brod,1,1,Zuzana,Èaputová,  49,36.84
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520411,Krásny Brod,1,2,Maroš,Šefèoviè,  84,63.15
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,1,1,Zuzana,Èaputová,  110,35.14
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,1,2,Maroš,Šefèoviè,  203,64.85
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,2,1,Zuzana,Èaputová,  138,40.35
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,2,2,Maroš,Šefèoviè,  204,59.64
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,3,1,Zuzana,Èaputová,  82,41.20
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,3,2,Maroš,Šefèoviè,  117,58.79
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,4,1,Zuzana,Èaputová,  85,27.96
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,4,2,Maroš,Šefèoviè,  219,72.03
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,5,1,Zuzana,Èaputová,  68,40.47
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,5,2,Maroš,Šefèoviè,  100,59.52
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,6,1,Zuzana,Èaputová,  36,33.96
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,6,2,Maroš,Šefèoviè,  70,66.03
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,7,1,Zuzana,Èaputová,  26,29.21
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520471,Medzilaborce,7,2,Maroš,Šefèoviè,  63,70.78
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520519,Òagov,1,1,Zuzana,Èaputová,  41,32.28
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520519,Òagov,1,2,Maroš,Šefèoviè,  86,67.71
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520578,O¾ka,1,1,Zuzana,Èaputová,  44,44.00
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520578,O¾ka,1,2,Maroš,Šefèoviè,  56,56.00
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520586,O¾šinkov,1,1,Zuzana,Èaputová,  2,10.52
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520586,O¾šinkov,1,2,Maroš,Šefèoviè,  17,89.47
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520616,Palota,1,1,Zuzana,Èaputová,  12,24.48
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520616,Palota,1,2,Maroš,Šefèoviè,  37,75.51
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520691,Radvaò nad Laborcom,1,1,Zuzana,Èaputová,  44,25.73
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520691,Radvaò nad Laborcom,1,2,Maroš,Šefèoviè,  127,74.26
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520705,Repejov,1,1,Zuzana,Èaputová,  18,50.00
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520705,Repejov,1,2,Maroš,Šefèoviè,  18,50.00
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,559610,Rokytovce,1,1,Zuzana,Èaputová,  9,14.51
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,559610,Rokytovce,1,2,Maroš,Šefèoviè,  53,85.48
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520713,Roškovce,1,1,Zuzana,Èaputová,  12,21.81
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520713,Roškovce,1,2,Maroš,Šefèoviè,  43,78.18
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520853,Sukov,1,1,Zuzana,Èaputová,  14,31.11
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520853,Sukov,1,2,Maroš,Šefèoviè,  31,68.88
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520861,Svetlice,1,1,Zuzana,Èaputová,  13,28.88
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520861,Svetlice,1,2,Maroš,Šefèoviè,  32,71.11
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520951,Valentovce,1,1,Zuzana,Èaputová,  1,3.12
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520951,Valentovce,1,2,Maroš,Šefèoviè,  31,96.87
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520993,Volica,1,1,Zuzana,Èaputová,  24,24.74
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,520993,Volica,1,2,Maroš,Šefèoviè,  73,75.25
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,521001,Vırava,1,1,Zuzana,Èaputová,  22,32.83
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,521001,Vırava,1,2,Maroš,Šefèoviè,  45,67.16
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,521060,Zbojné,1,1,Zuzana,Èaputová,  14,23.33
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,521060,Zbojné,1,2,Maroš,Šefèoviè,  46,76.66
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,521078,Zbudská Belá,1,1,Zuzana,Èaputová,  13,30.23
7,Prešovskı kraj,702,Humenné,705,Medzilaborce,521078,Zbudská Belá,1,2,Maroš,Šefèoviè,  30,69.76
7,Prešovskı kraj,702,Humenné,709,Snina,520039,Belá nad Cirochou,1,1,Zuzana,Èaputová,  140,33.41
7,Prešovskı kraj,702,Humenné,709,Snina,520039,Belá nad Cirochou,1,2,Maroš,Šefèoviè,  279,66.58
7,Prešovskı kraj,702,Humenné,709,Snina,520039,Belá nad Cirochou,2,1,Zuzana,Èaputová,  167,43.15
7,Prešovskı kraj,702,Humenné,709,Snina,520039,Belá nad Cirochou,2,2,Maroš,Šefèoviè,  220,56.84
7,Prešovskı kraj,702,Humenné,709,Snina,520080,Brezovec,1,1,Zuzana,Èaputová,  6,42.85
7,Prešovskı kraj,702,Humenné,709,Snina,520080,Brezovec,1,2,Maroš,Šefèoviè,  8,57.14
7,Prešovskı kraj,702,Humenné,709,Snina,520136,Èukalovce,1,1,Zuzana,Èaputová,  8,12.30
7,Prešovskı kraj,702,Humenné,709,Snina,520136,Èukalovce,1,2,Maroš,Šefèoviè,  57,87.69
7,Prešovskı kraj,702,Humenné,709,Snina,520161,Dlhé nad Cirochou,1,1,Zuzana,Èaputová,  178,34.49
7,Prešovskı kraj,702,Humenné,709,Snina,520161,Dlhé nad Cirochou,1,2,Maroš,Šefèoviè,  338,65.50
7,Prešovskı kraj,702,Humenné,709,Snina,520179,Dúbrava,1,1,Zuzana,Èaputová,  5,8.62
7,Prešovskı kraj,702,Humenné,709,Snina,520179,Dúbrava,1,2,Maroš,Šefèoviè,  53,91.37
7,Prešovskı kraj,702,Humenné,709,Snina,520209,Hostovice,1,1,Zuzana,Èaputová,  15,14.28
7,Prešovskı kraj,702,Humenné,709,Snina,520209,Hostovice,1,2,Maroš,Šefèoviè,  90,85.71
7,Prešovskı kraj,702,Humenné,709,Snina,520217,Hrabová Roztoka,1,1,Zuzana,Èaputová,  4,16.00
7,Prešovskı kraj,702,Humenné,709,Snina,520217,Hrabová Roztoka,1,2,Maroš,Šefèoviè,  21,84.00
7,Prešovskı kraj,702,Humenné,709,Snina,520284,Jalová,1,1,Zuzana,Èaputová,  7,41.17
7,Prešovskı kraj,702,Humenné,709,Snina,520284,Jalová,1,2,Maroš,Šefèoviè,  10,58.82
7,Prešovskı kraj,702,Humenné,709,Snina,520322,Kalná Roztoka,1,1,Zuzana,Èaputová,  24,18.75
7,Prešovskı kraj,702,Humenné,709,Snina,520322,Kalná Roztoka,1,2,Maroš,Šefèoviè,  104,81.25
7,Prešovskı kraj,702,Humenné,709,Snina,520365,Klenová,1,1,Zuzana,Èaputová,  16,12.12
7,Prešovskı kraj,702,Humenné,709,Snina,520365,Klenová,1,2,Maroš,Šefèoviè,  116,87.87
7,Prešovskı kraj,702,Humenné,709,Snina,520381,Kolbasov,1,1,Zuzana,Èaputová,  8,25.80
7,Prešovskı kraj,702,Humenné,709,Snina,520381,Kolbasov,1,2,Maroš,Šefèoviè,  23,74.19
7,Prešovskı kraj,702,Humenné,709,Snina,520390,Kolonica,1,1,Zuzana,Èaputová,  39,28.26
7,Prešovskı kraj,702,Humenné,709,Snina,520390,Kolonica,1,2,Maroš,Šefèoviè,  99,71.73
7,Prešovskı kraj,702,Humenné,709,Snina,520438,Ladomirov,1,1,Zuzana,Èaputová,  10,17.24
7,Prešovskı kraj,702,Humenné,709,Snina,520438,Ladomirov,1,2,Maroš,Šefèoviè,  48,82.75
7,Prešovskı kraj,702,Humenné,709,Snina,520489,Michajlov,1,1,Zuzana,Èaputová,  15,37.50
7,Prešovskı kraj,702,Humenné,709,Snina,520489,Michajlov,1,2,Maroš,Šefèoviè,  25,62.50
7,Prešovskı kraj,702,Humenné,709,Snina,520551,Nová Sedlica,1,1,Zuzana,Èaputová,  26,27.95
7,Prešovskı kraj,702,Humenné,709,Snina,520551,Nová Sedlica,1,2,Maroš,Šefèoviè,  67,72.04
7,Prešovskı kraj,702,Humenné,709,Snina,520594,Osadné,1,1,Zuzana,Èaputová,  16,23.18
7,Prešovskı kraj,702,Humenné,709,Snina,520594,Osadné,1,2,Maroš,Šefèoviè,  53,76.81
7,Prešovskı kraj,702,Humenné,709,Snina,520632,Parihuzovce,1,1,Zuzana,Èaputová,  1,10.00
7,Prešovskı kraj,702,Humenné,709,Snina,520632,Parihuzovce,1,2,Maroš,Šefèoviè,  9,90.00
7,Prešovskı kraj,702,Humenné,709,Snina,520641,Pèoliné,1,1,Zuzana,Èaputová,  51,23.18
7,Prešovskı kraj,702,Humenné,709,Snina,520641,Pèoliné,1,2,Maroš,Šefèoviè,  169,76.81
7,Prešovskı kraj,702,Humenné,709,Snina,520659,Pichne,1,1,Zuzana,Èaputová,  52,26.94
7,Prešovskı kraj,702,Humenné,709,Snina,520659,Pichne,1,2,Maroš,Šefèoviè,  141,73.05
7,Prešovskı kraj,702,Humenné,709,Snina,520675,Príslop,1,1,Zuzana,Èaputová,  6,24.00
7,Prešovskı kraj,702,Humenné,709,Snina,520675,Príslop,1,2,Maroš,Šefèoviè,  19,76.00
7,Prešovskı kraj,702,Humenné,709,Snina,520730,Runina,1,1,Zuzana,Èaputová,  19,36.53
7,Prešovskı kraj,702,Humenné,709,Snina,520730,Runina,1,2,Maroš,Šefèoviè,  33,63.46
7,Prešovskı kraj,702,Humenné,709,Snina,520748,Ruská Volová,1,1,Zuzana,Èaputová,  16,38.09
7,Prešovskı kraj,702,Humenné,709,Snina,520748,Ruská Volová,1,2,Maroš,Šefèoviè,  26,61.90
7,Prešovskı kraj,702,Humenné,709,Snina,520764,Ruskı Potok,1,1,Zuzana,Èaputová,  7,24.13
7,Prešovskı kraj,702,Humenné,709,Snina,520764,Ruskı Potok,1,2,Maroš,Šefèoviè,  22,75.86
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,1,1,Zuzana,Èaputová,  160,32.38
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,1,2,Maroš,Šefèoviè,  334,67.61
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,2,1,Zuzana,Èaputová,  152,34.15
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,2,2,Maroš,Šefèoviè,  293,65.84
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,3,1,Zuzana,Èaputová,  226,41.62
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,3,2,Maroš,Šefèoviè,  317,58.37
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,4,1,Zuzana,Èaputová,  136,40.59
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,4,2,Maroš,Šefèoviè,  199,59.40
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,5,1,Zuzana,Èaputová,  111,37.00
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,5,2,Maroš,Šefèoviè,  189,63.00
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,6,1,Zuzana,Èaputová,  83,36.08
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,6,2,Maroš,Šefèoviè,  147,63.91
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,7,1,Zuzana,Èaputová,  134,40.60
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,7,2,Maroš,Šefèoviè,  196,59.39
7,Prešovskı kraj,702,Humenné,709,Snina,520802,Snina,8,1,Zuzana,Èaputová,  92,34.84
