Poèet volebnıch okrskov, Poèet odovzdanıch zápisníc okrskovıch volebnıch komisií, Podiel odovzdanıch zápisníc okrskovıch volebnıch komisií v %," Poèet volièov zapísanıch v zoznamoch volièov"," Poèet volièov, ktorí sa zúèastnili na hlasovaní","Úèas volièov v %"," Poèet volièov, ktorí odovzdali obálku","Podiel volièov, ktorí odovzdali obálku v %", Poèet platnıch hlasov odovzdanıch pre všetkıch kandidátov,Podiel platnıch hlasov odovzdanıch pre všetkıch kandidátov v %
 5 940, 5 940,100.00,4 419 883,1 847 417,41.79,1 847 115,99.98,1 808 985,97.93
